"","AAPL","MSFT","JPM","GE","PG","XOM","DIS","V","JNJ","INTC"
"T+1",0.00161499407547719,0.0037219170049803,-0.00102081627353459,-4.76882837471056e-05,-0.00138379590012871,0.000399510849700919,0.000652127701687463,0.000608436763811684,0.000786039100675459,0.000470923272428591
"T+2",0.00221744784317701,8.37743223230027e-05,-0.000169328635395489,-0.000448565041059572,1.46465446981881e-05,-9.84006111738201e-05,0.000292279147641803,0.000996561758968346,0.0010603471144051,0.000572517061307493
"T+3",0.00208381917643272,0.00281818539707559,0.000959578535369833,-0.000241533233484307,0.00046957937334558,-0.000522363441638854,0.000419427656608189,0.0011548723512677,0.000990629559436229,0.000573067812361436
"T+4",0.00196726250816101,0.000666805745560424,0.000851291714229074,-0.000339311133627025,0.00051183319782191,-0.000137938495238275,0.000450416325224,0.0012317843409374,0.000943638350380098,0.000570415314277164
"T+5",0.00190789690859499,0.00236180546969316,0.000937159290423956,-0.000293333739906243,0.000507958097966606,-0.000395382786726554,0.000471820422769696,0.00126899027768777,0.000902787624811094,0.000568499245700269
"T+6",0.00188077265959685,0.00102631790132911,0.000918132762240103,-0.000314948496569862,0.000506298456821467,-0.000233437701847703,0.000482940292629049,0.00128699028035513,0.000867765795203054,0.000567206630256256
"T+7",0.00186877170585221,0.00207854767525748,0.00092620649674407,-0.000304787148638306,0.000506114878845147,-0.000333682896111935,0.000489059299926795,0.00129569855148661,0.000837720798798014,0.000566338406071608
"T+8",0.00186351704324424,0.00124949650152321,0.00092386604070262,-0.000309564113365692,0.000506124111103209,-0.000271899493890079,0.000492384006630551,0.00129991155029923,0.000811946250407247,0.000565755405942135
"T+9",0.00186122425954793,0.00190270539791739,0.000924704010957589,-0.000307318408223142,0.000506130054582212,-0.000309932760594783,0.000494195428090091,0.00130194976875928,0.000789835133601495,0.000565363937228169
"T+10",0.00186022501304169,0.00138804252081224,0.000924438294273964,-0.000308374139606373,0.000506130823471385,-0.000286527491810659,0.000495181766552053,0.00130293584415966,0.000770866752854382,0.000565101076981755
"T+11",0.00185978969127691,0.00179354507678256,0.000924528526413769,-0.000307877828344342,0.000506130808983122,-0.000300929553369898,0.000495718908265875,0.00130341290033117,0.000754594419225474,0.000564924573724172
"T+12",0.00185960006870443,0.0014740498689227,0.000924499060136089,-0.000308111149881174,0.000506130788119039,-0.000292067691459299,0.00049601141745877,0.00130364369666853,0.000740634933425917,0.000564806056754847
"T+13",0.00185951747441148,0.00172577994150179,0.000924508898367828,-0.000308001462788186,0.000506130784989902,-0.000297520526355005,0.000496170709041184,0.00130375535427307,0.000728659561716253,0.000564726475945943
"T+14",0.00185948149919637,0.00152744197623106,0.000924505654752694,-0.000308053027931,0.000506130784969104,-0.000294165322533326,0.000496257454261352,0.00130380937341736,0.00071838629451689,0.000564673039672794
"T+15",0.00185946582971901,0.00168371233385936,0.000924506731847059,-0.000308028786574237,0.000506130785040723,-0.000296229824233482,0.000496304693012408,0.00130383550749003,0.000709573205327821,0.000564637158719491
"T+16",0.00185945900468433,0.00156058701773572,0.000924506375635091,-0.000308040182710185,0.000506130785053157,-0.000294959508957388,0.000496330417766534,0.00130384815096602,0.000702012753570148,0.000564613065669321
"T+17",0.00185945603195783,0.00165759737658192,0.000924506493713064,-0.000308034825257802,0.00050613078505351,-0.000295741150763742,0.000496344426667471,0.00130385426778857,0.000695526897186101,0.000564596887864299
"T+18",0.00185945473715105,0.00158116297608854,0.000924506454623791,-0.000308037343856752,0.000506130785053271,-0.000295260196217712,0.000496352055479157,0.00130385722706324,0.000689962899903557,0.000564586024923598
"T+19",0.00185945417318243,0.00164138559198511,0.000924506467573834,-0.000308036159834904,0.000506130785053222,-0.000295556133912944,0.000496356209892699,0.00130385865873899,0.00068518973442979,0.000564578730764686
"T+20",0.00185945392753914,0.00159393623093805,0.000924506463285386,-0.000308036716456965,0.00050613078505322,-0.000295374039533939,0.000496358472257087,0.0013038593513734,0.000681094996872774,0.000564573832942291
"T+21",0.00185945382054626,0.00163132155255279,0.000924506464705862,-0.000308036454782639,0.000506130785053221,-0.000295486084614346,0.00049635970427036,0.00130385968646494,0.000677582259727375,0.000564570544192417
