"","AAPL","MSFT","BA","JPM","V","DIS","INTC","UNH","CSCO","JNJ"
"T+1",0.00339357979503451,0.000750024419994158,0.000353571918193428,0.00244178229473868,0.00148659729270863,0.00170275119729318,0.000372655597976893,0.00120100816454004,0.00221996421879295,-0.000258484490789099
"T+2",0.000298213112558448,0.00257171164371276,0.000516153390690401,0.000301172457164162,0.00181998692511811,0.00128066322240157,0.000908121972679314,0.000612338323747856,0.000357694739131299,-2.56516602679475e-05
"T+3",0.00254507788902917,0.00057838531538761,0.000207453012014601,0.000183884484972095,0.00190333395079981,0.00130342010588707,0.000196150933597834,-0.000214931198045959,0.0026562737262779,-0.000131258671655095
"T+4",0.00087058506062245,0.00194499569309812,0.000332712928479623,-5.41265140847556e-05,0.00194500107517363,0.00129517694742551,0.00013356882081032,-0.000375938657136452,0.000368514777538359,-6.98450241732709e-05
"T+5",0.00212704327981576,0.00113694673638664,0.000263899646384418,-3.62582591476586e-05,0.00196915844393783,0.0012892935960327,7.41223458559885e-05,-0.000446559585976773,0.00266438800647816,-0.000106863434046832
"T+6",0.00118263027825241,0.00158217844323796,0.000298418257891673,-6.68477530149894e-05,0.00198342990372281,0.00128342571863033,6.12717325239628e-05,-0.000466409133828084,0.000361176678700731,-8.4451556107773e-05
"T+7",0.00189280392807928,0.0013463897229911,0.00028065968310371,-6.06475962198125e-05,0.00199187936164109,0.00127773262790276,5.52303665214599e-05,-0.000473386499774143,0.00267178359111401,-9.80274072283501e-05
"T+8",0.00135871372252134,0.0014682648282844,0.000289730368684452,-6.51000219486738e-05,0.00199688312391887,0.00127219822821391,5.34631061477468e-05,-0.000475564926142454,0.000353758786202843,-8.98034065195099e-05
"T+9",0.00176039039214243,0.00140624904836108,0.000285087835429481,-6.37710346537844e-05,0.00199984643139342,0.00126681886109386,5.27839361226954e-05,-0.000476288058350569,0.00267922535862649,-9.47853920703902e-05
"T+10",0.00145829673828384,0.00143747752383142,0.000287462596099428,-6.44760317374807e-05,0.00200160135475834,0.00126159013005875,5.2562333694098e-05,-0.000476520511893406,0.000346293130276227,-9.1767371634261e-05
"T+11",0.00168549622766445,0.00142186384158845,0.000286247654303827,-6.42244497457534e-05,0.00200264065195144,0.00125650782067197,5.24827406558679e-05,-0.000476596495513149,0.00268671498233327,-9.35956483787315e-05
"T+12",0.00151462328855924,0.00142963202012092,0.000286869197119093,-6.43415712439757e-05,0.00200325614247486,0.00125156783238261,5.24557405838037e-05,-0.000476621116624669,0.000338779461956472,-9.24881025659605e-05
"T+13",0.00164313398461848,0.00142578045937467,0.000286551222610692,-6.4296126355949e-05,0.00200362064705424,0.00124676617975823,5.24462673368828e-05,-0.000476629131098646,0.00269425277246338,-9.3159039136673e-05
"T+14",0.00154648322444509,0.00142768548549879,0.000286713894290523,-6.43160708938765e-05,0.0020038365132348,0.00124209898895104,5.24430093606906e-05,-0.000476631733707749,0.000331217472575767,-9.2752594656625e-05
"T+15",0.00161917265647983,0.00142674485328675,0.000286630673458521,-6.43080236367751e-05,0.002003964353077,0.00123756249459499,5.24418755689969e-05,-0.000476632579925378,0.00270183903878373,-9.29988133344795e-05
"T+16",0.00156450414141305,0.00142720873750787,0.000286673248200675,-6.43114611504914e-05,0.00200404006213533,0.00123315303676634,5.24414837586477e-05,-0.00047663285488808,0.000323606851377315,-9.28496573235099e-05
"T+17",0.00160561942402372,0.00142698016568256,0.000286651467490508,-6.43100487383045e-05,0.00200408489840401,0.0012288670580311,5.24413477961085e-05,-0.000476632944262317,0.00270947409304896,-9.29400140576222e-05
"T+18",0.00157469730253795,0.0014270927213084,0.000286662610231488,-6.43106446015042e-05,0.0020041114512503,0.00122470110057491,5.24413007312984e-05,-0.000476632973307511,0.000315947285605624,-9.28852771459392e-05
"T+19",0.00159795331676171,0.00142703732000888,0.000286656909743467,-6.43103976995148e-05,0.00200412717632438,0.00122065180341345,5.24412844156414e-05,-0.000476632982747602,0.00271715824901863,-9.29184360413998e-05
"T+20",0.00158046285454267,0.00142706458062419,0.000286659826042398,-6.43105012638595e-05,0.00200413648899663,0.0012167158996808,5.24412787644619e-05,-0.000476632985815615,0.000308238460493845,-9.2898348822111e-05
"T+21",0.00159361714081428,0.0014270511698652,0.000286658334100054,-6.43104581830155e-05,0.00200414200412896,0.00121289021399389,5.24412768060914e-05,-0.000476632986812739,0.0027248918224701,-9.29105173932637e-05
