"","BAC","MSFT","JPM","XOM","CSCO","INTC","GE","HPQ","PFE","IBM"
"T+1",0.000653728720354626,0.000316535507230119,0.00117887600821294,0.000232560942335241,0.00245163676057347,0.00184897608472404,3.94685414626663e-05,-0.00100871915805226,0.000188947948403735,0.00222364858500025
"T+2",0.000126913154170798,-0.00018261678602491,-0.00107013389218767,0.000371940049804231,0.00271194709222358,0.000996011050015179,0.00018132985053836,-0.000833647908203867,0.00134946996825478,-0.000465068023898575
"T+3",-2.00807245454902e-05,5.72167446654013e-05,-0.000506800260253394,0.000382777132785729,0.00262751812352077,0.00110918030489452,0.000602623395217303,-8.81163410590182e-05,-0.000881164567584969,0.00139142947721246
"T+4",-0.000155955613712016,1.11341956499507e-05,-0.000524429001457791,0.000399521363897587,0.00253852934028147,0.00112014160648192,0.000546686925944945,0.000165490090146854,-0.00042105874412127,0.000435985767849481
"T+5",-0.000278239825291922,3.64999481043145e-05,-0.000481575185889131,0.000412080766004768,0.00245198218920038,0.00113240267791789,0.000576134024658683,0.00028354826808029,-0.000277355902458047,0.00095435027046755
"T+6",-0.000388327667729373,3.23958329220229e-05,-0.00046974749521204,0.000422062028389868,0.00236794857975537,0.00113950348673026,0.000568929570670299,0.000334175713886677,-0.00037108909391985,0.00067603623853791
"T+7",-0.000487435203034406,3.51145026077746e-05,-0.000462388072677689,0.000429945716318449,0.00228635839749944,0.00114395404748288,0.000571480779448259,0.000356317632321037,-0.000363131077196325,0.000825768457036451
"T+8",-0.000576657625667981,3.477041618475e-05,-0.000459082093625876,0.000436176623323604,0.00220714065544515,0.00114671010870664,0.000570738618891045,0.000365954814979302,-0.000354036857347524,0.00074524474650779
"T+9",-0.000656980889400783,3.50662654444852e-05,-0.000457421397507639,0.000441100919291821,0.00213022637016247,0.00114841988054135,0.000570977301407483,0.000370154297120953,-0.000357433234921383,0.000788552508489269
"T+10",-0.00072929260775917,3.50405837956923e-05,-0.000456620721671563,0.000444992625476443,0.00205554856282943,0.00114948028640903,0.000570904458422562,0.000371983730648476,-0.000357610675319752,0.000765260808551854
"T+11",-0.000794391862557091,3.50733268674575e-05,-0.000456228959443958,0.00044806826637102,0.00198304220217703,0.00115013797943203,0.000570927298802043,0.000372780748387156,-0.000357156033819955,0.000777787543887817
"T+12",-0.000852998034163205,3.50719071123697e-05,-0.000456038294239015,0.000450498965703834,0.0019126441478848,0.00115054589642472,0.000570920236990448,0.000373127974120447,-0.000357256892331036,0.00077105042254487
"T+13",-0.000905758751025281,3.50755972668101e-05,-0.00045594532126983,0.000452419963441405,0.00184429309559727,0.00115079889655153,0.000570922436314068,0.000373279245802488,-0.000357284279391873,0.000774673777538185
"T+14",-0.000953257046298843,3.50756064258222e-05,-0.000455900016939491,0.000453938140642904,0.00177792952353858,0.00115095581341696,0.00057092175393919,0.000373345148459559,-0.000357264837360615,0.000772725066737948
"T+15",-0.000996017800664485,3.50760301939345e-05,-0.000455877935269826,0.00045513796611374,0.00171349564067952,0.00115105313709599,0.000570921966071283,0.000373373859459748,-0.000357266777940113,0.000773773121318849
"T+16",-0.00103451354253033,3.50760510008403e-05,-0.000455867173476243,0.000456086196108933,0.00165093533641164,0.00115111349962263,0.000570921900191933,0.000373386367627374,-0.000357268586373184,0.000773209457175606
"T+17",-0.00106916966971485,3.50761005862988e-05,-0.000455861928401799,0.00045683558853778,0.00159019413168476,0.00115115093793838,0.000570921920662059,0.000373391816906697,-0.00035726786807719,0.000773512606717833
"T+18",-0.00110036915031236,3.50761052849898e-05,-0.000455859372091867,0.000457427838324499,0.00153121913156529,0.0011511741580977,0.000570921914303285,0.000373394190927092,-0.00035726784431787,0.000773349566996305
"T+19",-0.00112845675468808,3.50761111925763e-05,-0.000455858126208987,0.00045789589724312,0.00147395897917399,0.00115118855980858,0.000570921916278833,0.000373395225187313,-0.000357267936771447,0.00077343725293045
"T+20",-0.00115374286536874,3.50761120070316e-05,-0.000455857518997111,0.000458265807298325,0.00141836381096318,0.00115119749210199,0.000570921915665114,0.000373395675770723,-0.000357267914784614,0.000773390093729153
"T+21",-0.00117650690692962,3.50761127227306e-05,-0.000455857223057201,0.000458558149658438,0.00136438521329432,0.00115120303212888,0.000570921915855778,0.000373395872070846,-0.000357267909611992,0.000773415456865084
