"","MSFT","XOM","C","INTC","GE","WMT","PFE","JPM","AIG","IBM"
"1",-0.000254545687312598,0.000733452604706785,0.00117410090563712,0.0021810426792031,0.000540302438548274,-8.17676594888599e-05,0.000572094461580241,-0.000458949714797704,0.000203177607866167,-0.00113389549317513
"2",0.00316940807543991,0.0012480950512,0.000466565983950092,-0.000356430544997265,0.00221929994341632,-0.000293698640698809,-0.000655593027378241,0.00013505871409976,-0.000246267870980007,0.00268222819760253
"3",0.00143697919142554,0.00120867376978083,0.000256237279742536,0.00204777149324924,0.000985555223778159,-0.000236903179993421,0.000162341295443454,0.000552687337995567,-0.000190808221045083,-0.000606573971889472
"4",0.00108526371962954,0.00120365905111789,0.000330421911873388,0.000364994216219134,0.000888571437132553,-0.000240307572877732,-0.000343835657121291,0.000390255768571121,-0.000182845124259939,0.00249913372760887
"5",0.000801530101478495,0.00119701073870367,0.000328981416823882,0.00152651657049558,0.000746117874278842,-0.000239372654701903,-3.10234630661239e-05,0.000414143025295479,-0.000183423456060047,-0.000440714308749832
"6",0.00066411550009999,0.00119090414729284,0.000325240513788032,0.000725390703661479,0.000706206121482952,-0.000239427298677945,-0.000224332968655849,0.000416748493433176,-0.000183553504543826,0.0023422985213941
"7",0.000587646238953452,0.00118517811173953,0.000325960831796964,0.00127792095015041,0.000683642914745181,-0.000239411906189232,-0.000104872967221103,0.000414512767729162,-0.000183548757267034,-0.000292249897059768
"8",0.00054688341527331,0.00117981621695517,0.000326038171003598,0.000896846015481168,0.000674897582109256,-0.000239412782543147,-0.000178695988760747,0.000415031910753363,-0.000183546761659938,0.0022017542817963
"9",0.000524872783324639,0.00117479485966174,0.000325986153251644,0.00115966979562577,0.000670807639471615,-0.000239412529076761,-0.000133075375646021,0.00041501013495962,-0.000183546775287493,-0.000159203219069926
"10",0.000513033935558496,0.0011700924393999,0.00032599093441124,0.000978402720143136,0.00066907326727394,-0.000239412543118679,-0.000161267669832159,0.000414985284629797,-0.00018354680429334,0.00207580519361956
"11",0.000506658697437459,0.00116568869686266,0.000325992909446803,0.00110342090770572,0.000668300138416344,-0.000239412538944134,-0.000143845601227361,0.000414994127962307,-0.000183546804889784,-3.99730882694276e-05
"12",0.000503226838532232,0.00116156466141416,0.00032599231298486,0.00101719704614946,0.000667964268049013,-0.000239412539168913,-0.000154611964279132,0.000414992955451287,-0.000183546804489882,0.00196293558656924
"13",0.000501379234512536,0.00115770256723763,0.000325992309300903,0.00107666482797075,0.000667816414432494,-0.000239412539100146,-0.000147958645663993,0.000414992774845721,-0.000183546804470405,6.68753074352837e-05
"14",0.000500384575204666,0.00115408577693281,0.000325992342002076,0.00103565046128715,0.000667751768930846,-0.000239412539103741,-0.000152070215038135,0.000414992900548486,-0.000183546804475612,0.00186178719097342
"15",0.00049984909424238,0.00115069870983628,0.000325992336580467,0.00106393768208029,0.00066772340526823,-0.000239412539102608,-0.000149529377345511,0.000414992873426131,-0.000183546804476033,0.000162627778627121
"16",0.000499560815617167,0.00114752677490237,0.000325992335754026,0.00104442825343612,0.00066771098285541,-0.000239412539102665,-0.000151099545715005,0.000414992874024829,-0.00018354680447597,0.00177114278988988
"17",0.000499405619363044,0.0011445563078469,0.000325992336187536,0.00105788372185436,0.000667705537193339,-0.000239412539102647,-0.000150129224503336,0.000414992875486315,-0.000183546804475962,0.000248436607846065
"18",0.000499322068698039,0.00114177451228315,0.00032599233615747,0.00104860361254637,0.000667703151090118,-0.000239412539102647,-0.000150728856537777,0.000414992875007531,-0.000183546804475963,0.0016899115711504
"19",0.000499277088783887,0.00113916940459671,0.00032599233613933,0.00105500401616603,0.000667702105325957,-0.000239412539102647,-0.000150358300300931,0.000414992875063981,-0.000183546804475963,0.000325334416124808
"20",0.000499252873625006,0.00113672976232165,0.000325992336144063,0.00105058971832373,0.000667701647053456,-0.000239412539102647,-0.000150587293944997,0.000414992875075888,-0.000183546804475963,0.00161711600055778
"21",0.000499239837274559,0.00113444507579554,0.000325992336144225,0.00105363421779571,0.000667701446217324,-0.000239412539102647,-0.000150445782120857,0.000414992875068864,-0.000183546804475963,0.000394246589521167
