"","BAC","MSFT","JPM","XOM","CSCO","INTC","GE","HPQ","PFE","IBM"
"1",-0.000473821377579864,-0.000188616923577175,0.00114011448504925,0.00168532679882511,0.00226439978608115,0.000316401579042897,0.000980129828592878,-0.0015074368750544,0.0018824758606351,0.00140037264763714
"2",-0.000603923505103852,-0.000430179521663354,0.000528995204577829,0.00229437742706449,0.0013176626927925,0.000530137504936696,0.000938907267519424,-0.0011535344837109,0.00101953478381594,0.00095255589104023
"3",-0.00066683293674365,-0.000275896204052503,0.000377958913904365,0.00164337658007213,0.00096141903393921,0.000399181429910791,0.0011794384241735,-0.00101928878979552,0.00137258641842434,0.0010334942062582
"4",-0.00072177870678192,-0.000215893904647221,0.000579524885393278,0.00182537952781677,0.000632885218869245,0.000322778389866034,0.00106487201763763,-0.00099213874317827,0.00115834168771441,0.00102419703562774
"5",-0.00076947513132579,-0.000184914121223543,0.00039412150456179,0.00180991291530509,0.00034745646012574,0.000282727621706067,0.00113176062823933,-0.000985944210567542,0.00131164580405886,0.00102566650388074
"6",-0.000810880611091963,-0.000169524254754915,0.000559240820739496,0.00180189426585015,9.88309643191162e-05,0.000261870111712589,0.00109415087994142,-0.000984569936337565,0.00119670789206331,0.00102548182687395
"7",-0.000846824880520486,-0.000161842907861394,0.000412695765233337,0.00180582824119981,-0.00011771143397458,0.000251012638984803,0.00111543568188053,-0.000984263127374428,0.00128388100027717,0.00102550913395317
"8",-0.000878028250597058,-0.000158011253668894,0.000542706512321652,0.00180504801173866,-0.000306311782087906,0.000245360889123204,0.00110340346358553,-0.000984194729064916,0.00121758367614323,0.0010255055400192
"9",-0.000905116026189517,-0.000156099787521188,0.000427369369617491,0.00180503009258434,-0.000470575608831148,0.00024241893208006,0.00111020657830148,-0.000984179475827477,0.00126803721674448,0.00102550605387738
"10",-0.00092863103706004,-0.000155146238483216,0.000529688567790193,0.00180509381950708,-0.000613643240086992,0.000240887528456978,0.00110636017445612,-0.000984176074509539,0.00122963521777734,0.00102550598463153
"11",-0.000949044515987218,-0.000154670552960442,0.000438918042478363,0.00180507293084428,-0.000738249780123144,0.000240090373024665,0.0011085349006435,-0.000984175316037575,0.00125886541159209,0.00102550599436511
"12",-0.000966765542109843,-0.000154433253485964,0.00051944337844255,0.00180507551556694,-0.000846777402226151,0.000239675422469914,0.00110730532902127,-0.000984175146903844,0.00123661627033166,0.00102550599303754
"13",-0.000982149238732993,-0.000154314874769679,0.000448006866751663,0.0018050761537286,-0.000941300889965277,0.000239459424490219,0.00110800051844805,-0.00098417510918822,0.00125355167905261,0.00102550599322254
"14",-0.000995503889877655,-0.000154255820612603,0.000511380401776889,0.0018050757409042,-0.00102362730199971,0.000239346989100755,0.00110760746422095,-0.000984175100777905,0.00124066092517244,0.00102550599319715
"15",-0.00100709711818711,-0.000154226360980176,0.000455159782289245,0.00180507583775797,-0.00109533051863479,0.00023928846208665,0.00110782969376063,-0.000984175098902465,0.00125047300333567,0.00102550599320067
"16",-0.00101716124799323,-0.000154211664809989,0.000505034829567114,0.00180507583441859,-0.00115778133057675,0.000239257996488619,0.0011077040470563,-0.000984175098484255,0.00124300432607275,0.00102550599320019
"17",-0.00102589796101661,-0.00015420433350948,0.000460789135306948,0.00180507582844683,-0.00121217364510928,0.000239242137954271,0.00110777508664147,-0.000984175098390997,0.00124868927267371,0.00102550599320026
"18",-0.00103348233799936,-0.000154200676232349,0.000500040856706972,0.00180507583077401,-0.00125954731069037,0.000239233882967404,0.00110773492146016,-0.000984175098370201,0.00124436205156546,0.00102550599320025
"19",-0.0010400663672633,-0.000154198851770782,0.000465219442812871,0.00180507583040295,-0.00130080799631989,0.000239229585924141,0.00110775763051436,-0.000984175098365564,0.00124765581030067,0.00102550599320025
"20",-0.00104578199050393,-0.000154197941623727,0.000496110594139129,0.00180507583036081,-0.00133674450572308,0.000239227349145198,0.00110774479100696,-0.00098417509836453,0.00124514869399317,0.00102550599320025
"21",-0.00105074374685696,-0.000154197487589684,0.000468706100077978,0.00180507583040283,-0.00136804385735482,0.000239226184814346,0.00110775205035597,-0.000984175098364299,0.00124705704025796,0.00102550599320025
