"","AAPL","MSFT","JPM","V","CVX","BA","DIS","INTC","UNH","CRM"
"1",0.00345036868298133,-0.000280116972405267,-0.00136716453258386,-0.00158387535778068,-0.00047249175156301,-0.011681217067123,-0.00659430591621525,-0.00267883917530214,0.00178046385843883,-0.00239710269891199
"2",0.00264585732950089,-0.00105720952606703,-0.00256060858389266,-0.000605815786399427,0.00262674428762391,-0.00396357832233311,-0.00577493360399073,-0.00310275302944999,0.00127319506228177,-0.000394366090588313
"3",0.00036855542216988,-0.000711990650175547,-0.00105008248961237,-0.00103353379395135,0.00127522016073143,-0.00260889416223473,-0.00329162120644064,-0.00266368763784429,0.00102599682068619,-0.00090201736047847
"4",0.000575648578277246,-0.000872930631991735,-0.00232174145756033,-0.00105436304817334,0.00236962948312417,-0.00185735917987558,-0.00291710938877037,-0.00284264761374228,0.00107565084121036,-0.00152570769785001
"5",0.00071819404648836,-0.000797884303657388,-0.00123215514436627,-0.00103938345536542,0.00157746473576693,-0.00184545748193967,-0.00264375298249264,-0.00276621308040838,0.00107751110224,-0.00195234989005007
"6",0.000694470101777528,-0.000832878448124612,-0.00216488780130958,-0.00103910566120857,0.0021602870716745,-0.00174423699854088,-0.00257639707568801,-0.00279874624739909,0.00107558358690924,-0.00221257114190994
"7",0.00068626519313003,-0.000816560659105469,-0.00136639131585421,-0.0010396175220076,0.00173254303090429,-0.00176623604746084,-0.00254315833624698,-0.0027848955634594,0.00107577361206271,-0.00236599733757282
"8",0.000688441158885468,-0.000824169653196693,-0.0020499688710442,-0.0010396124132588,0.00204658903153515,-0.00174708951072895,-0.00253296306009949,-0.00279079225310511,0.00107581400356255,-0.00245546487886135
"9",0.000688859392020945,-0.000820621575021864,-0.00146477114014292,-0.00103959533505347,0.00181603207593146,-0.00175460665092501,-0.0025286798065259,-0.00278828183598377,0.0010758022582553,-0.0025074435744102
"10",0.000688682105546905,-0.00082227604584728,-0.00196574777328581,-0.00103959598925802,0.00198529695579317,-0.00175020099112084,-0.00252722671861566,-0.00278935060403965,0.00107580243118173,-0.00253760427855911
"11",0.000688665212458357,-0.000821504565181614,-0.00153687121792065,-0.00103959654540954,0.0018610302077529,-0.00175227045090738,-0.00252665798172156,-0.00278889559393183,0.00107580280663894,-0.00255509762363142
"12",0.000688678511075464,-0.000821864307044906,-0.0019040242697205,-0.00103959650769118,0.00195226134583953,-0.0017511773303121,-0.00252645590816997,-0.00278908930686793,0.00107580275147832,-0.00256524237561096
"13",0.000688678784131606,-0.00082169655921406,-0.00158971153390009,-0.00103959649004367,0.00188528349015788,-0.00175171907486494,-0.00252637929033969,-0.00278900683682832,0.00107580274599315,-0.0025711252372549
"14",0.000688677852866768,-0.00082177478012084,-0.00185878868146732,-0.00103959649181116,0.00193445566169175,-0.00175144124722077,-0.00252635148702395,-0.00278904194706706,0.00107580274858329,-0.00257453660519997
"15",0.000688677896218677,-0.000821738305668523,-0.00162843685956632,-0.00103959649235503,0.00189835563389653,-0.00175158111945771,-0.00252634109541251,-0.00278902699947069,0.00107580274842915,-0.00257651478617149
"16",0.000688677957266645,-0.000821755313725916,-0.00182563666762454,-0.0010395964922802,0.001924858673447,-0.00175150999692903,-0.00252633728805426,-0.00278903336315961,0.00107580274836158,-0.00257766188974807
"17",0.000688677950219336,-0.000821747382859298,-0.00165681766729161,-0.00103959649226401,0.0019054013170874,-0.0017515459679798,-0.00252633587426091,-0.00278903065392559,0.00107580274837568,-0.0025783270694088
"18",0.000688677946497838,-0.000821751081026811,-0.00180134039859668,-0.00103959649226699,0.0019196860452894,-0.00175152772254359,-0.00252633535399639,-0.00278903180733662,0.00107580274837612,-0.00257871279210272
"19",0.000688677947229852,-0.000821749356569244,-0.00167761724052391,-0.00103959649226745,0.00190919883130032,-0.00175153696268743,-0.00252633516137454,-0.00278903131629118,0.00107580274837558,-0.00257893646398269
"20",0.00068867794743655,-0.000821750160684766,-0.00178353428004614,-0.00103959649226733,0.00191689807875519,-0.00175153227921611,-0.00252633509035045,-0.00278903152534555,0.00107580274837564,-0.00257906616625166
"21",0.000688677947372508,-0.000821749785725251,-0.00169286071952681,-0.00103959649226732,0.00191124563269725,-0.00175153465201238,-0.00252633506408978,-0.00278903143634415,0.00107580274837565,-0.00257914137766593
