"","AAPL","MSFT","BA","JPM","V","DIS","CVX","CRM","INTC","UNH"
"1",7.37137595968988e-05,0.000728197576443579,-0.00324776816898095,-0.00364171227698925,0.000166303531646921,-0.00353524215201234,0.00137282933570231,-0.000315336400965659,-0.00183718042198808,0.000916374671133751
"2",0.00208069786561671,0.000987808284947683,-0.00161671570987307,0.0002449264401251,0.00104069646453309,-0.00295775582268822,0.00196015969008721,0.0073863430567562,-0.00126457287679957,0.00108024320186681
"3",0.00155214900428005,0.000901412580833993,-0.00112546248871556,-0.000849792014322979,0.000945060355368241,-0.00223667449872988,0.00187345183835436,0.00380716482305335,-0.00153285975809969,0.00101686029478896
"4",0.00105521973788574,0.000833887968546643,-0.00114228104104093,-0.000979397140567936,0.000789437290546003,-0.00253356841512989,0.00180787655953686,0.000804399457772408,-0.00140379810893432,0.00102081957788722
"5",0.000813402709877456,0.000786777070104697,-0.00106517477208393,-0.000923138705699825,0.000644303081111845,-0.00231092203414514,0.0017720775321669,0.000323906400058579,-0.00146589772803877,0.00102109712130354
"6",0.000718097541537886,0.000754050420612865,-0.00110597893106296,-0.000919707839073112,0.000513680187200189,-0.00245235343713173,0.00175300794882771,0.000740428291890716,-0.0014360176709585,0.00102103359688331
"7",0.000684824873513065,0.0007313200971337,-0.00107484459895038,-0.000922453330513133,0.000396478710049581,-0.0023589465450526,0.00174287243504851,0.00100544869209942,-0.00145039485775356,0.00102103644599231
"8",0.000674224265299636,0.000715532843023196,-0.00109607862897579,-0.000922487488686919,0.000291348164601396,-0.0024200483851609,0.00173748649361293,0.00102742432305468,-0.00144347708314529,0.00102103682262711
"9",0.000671118331828125,0.000704567872786621,-0.00108113436667175,-0.000922359516103634,0.000197047595173475,-0.0023799856073918,0.00173462449562791,0.00098244809842028,-0.00144680566238774,0.00102103676134661
"10",0.000670287792096403,0.000696952199406123,-0.00109155712870623,-0.000922363715313889,0.000112461536463495,-0.00240623873919427,0.00173310368104051,0.000959903816649194,-0.00144520407222317,0.00102103676301965
"11",0.000670091015615032,0.000691662765895635,-0.00108426900312221,-0.000922369419138398,3.65892482510754e-05,-0.00238903268373701,0.00173229554747322,0.000959972360527435,-0.00144597469862814,0.00102103676347762
"12",0.00067005322704982,0.000687989012379238,-0.0010893614507621,-0.000922368968490016,-3.14669315800897e-05,-0.00240030898981949,0.00173186611981094,0.000964577441139,-0.00144560390148592,0.00102103676342079
"13",0.000670049448876724,0.00068543742252137,-0.00108580243757061,-0.000922368726151306,-9.25121921820064e-05,-0.00239291879363246,0.00173163792966473,0.000966414948083029,-0.0014457823154616,0.00102103676342127
"14",0.000670050761366128,0.000683665226653108,-0.00108828961166179,-0.000922368757834708,-0.000147268774915788,-0.00239776212527788,0.00173151667351988,0.000966218655941062,-0.00144569646920473,0.00102103676342179
"15",0.000670051882848883,0.000682434355560795,-0.00108655144928701,-0.000922368767565498,-0.00019638451826889,-0.00239458793716305,0.00173145224018255,0.000965766640545872,-0.00144573777527277,0.00102103676342174
"16",0.000670052417423692,0.000681579459286053,-0.00108776615852816,-0.000922368765667546,-0.000240440522582632,-0.00239666821365954,0.00173141800146448,0.00096562476879223,-0.00144571790030886,0.00102103676342174
"17",0.000670052625970163,0.000680985694719535,-0.00108691726162844,-0.000922368765305043,-0.000279958025191492,-0.00239530485702435,0.0017313998076247,0.000965659510595815,-0.00144572746341204,0.00102103676342174
"18",0.0006700526982705,0.000680573298068772,-0.00108751051112939,-0.000922368765408796,-0.000315404567309115,-0.00239619836387533,0.00173139013974505,0.000965702284647954,-0.00144572286199778,0.00102103676342174
"19",0.000670052721169794,0.00068028686973143,-0.00108709592013278,-0.00092236876542081,-0.000347199525622466,-0.00239561278379048,0.00173138500240746,0.000965712427328575,-0.00144572507602944,0.00102103676342174
"20",0.000670052727839519,0.000680087932149661,-0.00108738565605067,-0.00092236876541549,-0.000375719074039717,-0.00239599655704891,0.00173138227251854,0.000965707819992688,-0.00144572401071866,0.00102103676342174
"21",0.000670052729610398,0.000679949760899542,-0.00108718317480141,-0.000922368765415177,-0.000401300634295528,-0.00239574504249486,0.00173138082190461,0.000965703908232092,-0.00144572452330711,0.00102103676342174
