"","C","MSFT","XOM","BAC","GE","INTC","JPM","WMT","AIG","IBM"
"1",-0.00274461354424925,0.000114700896303765,0.00189591889596293,-4.62128679936807e-05,-0.00113709125697599,0.00521448639392652,-0.000924143350021442,-0.00112728796537851,0.00050058490864432,-0.000324130077894619
"2",-0.00317256488122743,2.84342861030094e-06,0.000949522277861167,-0.00196281834577687,-0.000683136381482099,0.00423935957392587,-0.000229834346302156,-0.000388895761325831,-0.00156954937994458,-1.90681310472199e-05
"3",-0.00299008312906582,-8.51952997392251e-05,0.000987514318885392,-0.00119155086261597,-0.000829353582283301,0.00297672427602481,-0.000561810206529566,1.19090949839651e-05,-0.0017543941327142,0.000176435138803989
"4",-0.00304310862189637,-0.000156610831795162,0.000927730973653326,-0.00134308497075814,-0.000787500434721968,0.00214579233927014,-0.000621632098141769,0.000259298881088797,-0.00179797060516846,0.000337228626659915
"5",-0.00302660367217966,-0.000214617708510959,0.000881905840009236,-0.00130073853879531,-0.000799593898413216,0.00168987480145373,-0.00061715781321828,0.000415108734223447,-0.00179050185110765,0.000471728995929797
"6",-0.00303166985295391,-0.000261736103217375,0.00083820952911994,-0.0013105335668195,-0.000796102254858349,0.00145994827478527,-0.000614667441856094,0.000513525816995453,-0.00179618592570757,0.000584347257734691
"7",-0.00303011047533226,-0.000300009985771284,0.000797620987818445,-0.0013080354977686,-0.000797110434200607,0.00134939041857672,-0.000614541814367049,0.000575716525904008,-0.00179336370953707,0.00067864887733849
"8",-0.00303059018855889,-0.000331099547350106,0.000759810219453199,-0.00130864058286331,-0.000796819333475043,0.00129779693554584,-0.000614611054206146,0.000615017741830877,-0.00179488059365914,0.000757613203490652
"9",-0.00303044259752722,-0.000356353343903383,0.00072459842912967,-0.00130849002027538,-0.000796903385655043,0.00127419727055534,-0.000614622890984762,0.000639854223745224,-0.00179407892567793,0.000823734719104705
"10",-0.003030488005143,-0.000376866796267585,0.000691805802087951,-0.00130852695874482,-0.000796879116499834,0.00126355214241411,-0.000614621887107185,0.000655549706616369,-0.00179450408801885,0.000879102188053241
"11",-0.00303047403504888,-0.00039352970582314,0.000661266255164091,-0.00130851782907647,-0.000796886123955161,0.00125879836001476,-0.000614621381254997,0.000665468511728016,-0.00179427876865065,0.000925464655569284
"12",-0.0030304783330803,-0.000407064850952647,0.000632824973643232,-0.00130852007681301,-0.000796884100628443,0.00125669102651966,-0.000614621358909064,0.000671736729022428,-0.00179439819720601,0.000964286700988329
"13",-0.0030304770107501,-0.000418059338623965,0.000606337794349866,-0.00130851952229058,-0.000796884684842087,0.0012557619546128,-0.000614621373323472,0.000675697946905018,-0.00179433489714895,0.000996794703501355
"14",-0.00303047741757753,-0.000426990071024553,0.000581670457534347,-0.00130851965894692,-0.000796884516156734,0.00125535403430853,-0.000614621375660604,0.000678201249899129,-0.00179436844794928,0.00102401558318403
"15",-0.00303047729241321,-0.000434244431900229,0.000558697928128233,-0.00130851962525055,-0.0007968845648628,0.00125517549149199,-0.000614621375437588,0.000679783219401058,-0.00179435066511131,0.00104680924115799
"16",-0.00303047733092121,-0.000440137089898926,0.000537303761773869,-0.00130851963355688,-0.000796884550799452,0.00125509753160726,-0.000614621375334971,0.000680782949561946,-0.00179436009050246,0.00106589572366298
"17",-0.00303047731907386,-0.000444923647789371,0.000517379514604425,-0.00130851963150901,-0.000796884554860091,0.001255063553211,-0.000614621375331084,0.000681414731902486,-0.00179435509478731,0.0010818779681465
"18",-0.00303047732271881,-0.000448811729609774,0.000498824193555963,-0.00130851963201386,-0.000796884553687625,0.00125504876484174,-0.00061462137533408,0.000681813988563367,-0.00179435774265304,0.00109526084991447
"19",-0.0030304773215974,-0.000451969986668008,0.000481543744448731,-0.00130851963188939,-0.000796884554026162,0.0012550423355527,-0.00061462137533454,0.000682066299954537,-0.00179435633921175,0.00110646713102225
"20",-0.00303047732194241,-0.000454535413041893,0.000465450575240409,-0.00130851963192008,-0.000796884553928413,0.00125503954276518,-0.000614621375334491,0.000682225748861346,-0.00179435708307403,0.00111585081522749
"21",-0.00303047732183627,-0.000456619287900233,0.000450463112034996,-0.00130851963191251,-0.000796884553956637,0.00125503833041656,-0.00061462137533447,0.000682326513055007,-0.00179435668880667,0.0011237083308847
