"","BAC","MSFT","JPM","XOM","INTC","GE","CSCO","HPQ","PFE","IBM"
"1",-0.000799166107845681,0.00140370002078174,-0.00087563788469468,-0.00162160472626537,0.000650429563226106,0.000247188065296901,0.00419576374663728,-0.000609266993867185,-0.00114498388248562,-0.00197960562020425
"2",-0.00106978768676629,0.0019398925756791,-0.000170833366904928,0.0024910636642272,0.00055938372080127,0.0012233581656417,0.00133001480693733,-0.000924960967211912,0.00312188016816698,0.00329687799067612
"3",-0.000928340539378542,0.00118338312115293,-0.000446162305517934,-0.00132909713117516,0.000581201597250768,0.000857078940120486,0.00171760308382054,-0.000653472951825791,-0.00164981611608228,-0.000145231878102828
"4",-0.000991427560299513,0.000954700056630682,-0.000434622106257992,0.0023582011305591,0.00060065791775266,0.00119143338512215,0.00171991732179767,-0.000573884906912037,0.0018991949665248,0.00159660297950746
"5",-0.00096321379640294,0.000820399615109624,-0.000461768318879749,-0.00121853812192565,0.000618513535562882,0.000928033493650383,0.00165837288115371,-0.000540854400608932,-0.000513281693897983,0.000668868793652926
"6",-0.000975830921622336,0.000756824248747964,-0.000466916842134004,0.00225312434462237,0.000634897364167708,0.00113918568226101,0.0017268699865061,-0.000528027591293721,0.00108321734156396,0.00115750999938772
"7",-0.00097018856936397,0.000724880915940125,-0.000471075494780049,-0.00111681257521119,0.000649930733933672,0.000970286471374388,0.00165960443374326,-0.000522989941597762,3.57817425113516e-05,0.000899522855794511
"8",-0.000972711817561852,0.000709108000896027,-0.000472614499021787,0.00215441174229318,0.000663724958145278,0.00110542449073123,0.00172443470113259,-0.000521015318257396,0.000721037005698792,0.00103566156877129
"9",-0.000971583426213963,0.00070128057471757,-0.000473428478432453,-0.00102099540052868,0.000676382175028032,0.000997302806124327,0.00166214143218299,-0.000520241055593511,0.00027315030743192,0.00096381375911414
"10",-0.000972088040478645,0.000697401775532932,-0.000473787341754778,0.00206140161942766,0.00068799610392751,0.00108380953384253,0.00172196701551169,-0.000519937480064657,0.000565799836284363,0.00100173085095952
"11",-0.000971862378028648,0.000695478873809594,-0.000473960251252812,-0.000930709674167602,0.000698652739247231,0.00101459668305455,0.00166451610684317,-0.000519818451926301,0.0003746023478703,0.000981720313715852
"12",-0.0009719632938071,0.000694525716729918,-0.000474039947596131,0.00197376043698383,0.000708430987187308,0.00106997294282787,0.00171968584815999,-0.000519771782576229,0.000499513567778271,0.000992280753255353
"13",-0.000971918164480795,0.000694053232847931,-0.000474077494799061,-0.000845635568512661,0.000717403249999068,0.00102566715153756,0.00166670681631957,-0.000519753484139113,0.000417908770066138,0.0009867075440712
"14",-0.000971938346221688,0.000693819023001706,-0.00047409499275381,0.00189117821572866,0.000725635962081705,0.0010611156117961,0.00171758210969115,-0.000519746309563454,0.000471221173555423,0.000989648771933364
"15",-0.000971929320989122,0.000693702925048979,-0.000474103191362295,-0.000765472242400417,0.000733190081890452,0.00103275378148119,0.00166872702065811,-0.000519743496507015,0.000436392232128576,0.000988096556477729
"16",-0.000971933357054361,0.000693645375276666,-0.000474107022524264,0.00181336293349673,0.000740121543298565,0.00105544569568444,0.00171564212506706,-0.000519742393544708,0.000459145936019139,0.000988915728921303
"17",-0.000971931552134377,0.000693616847839124,-0.000474108815181349,-0.000689936228083026,0.000746481669755193,0.00103729020414918,0.00167058997059132,-0.000519741961087743,0.000444280971829184,0.00098848341555255
"18",-0.000971932359290841,0.000693602706781685,-0.000474109653440093,0.0017400394256289,0.000752317554305739,0.00105181616568485,0.00171385315092353,-0.000519741791527074,0.000453992232508447,0.00098871156635309
"19",-0.000971931998332149,0.000693595697056076,-0.000474110045543577,-0.000618760420693253,0.000757672408288525,0.00104019414167488,0.00167230790643626,-0.000519741725044573,0.00044764787935108,0.000988591161129586
"20",-0.000971932159752126,0.000693592222333408,-0.000474110228924021,0.00167094841096116,0.000762585881289679,0.00104949276481639,0.00171220343252196,-0.000519741698977662,0.000451792636463807,0.000988654704267776
"21",-0.000971932087565448,0.000693590499912544,-0.000474110314694967,-0.000551693133606838,0.000767094354725308,0.00104205306306963,0.00167389211623784,-0.00051974168875717,0.000449084872399082,0.000988621169755788
