"","MSFT","JPM","XOM","GE","PFE","CSCO","INTC","JNJ","V","IBM"
"1",0.0011546541984896,-0.000159298537695889,0.000327034191199127,-0.000288768144367071,0.0016467293036717,0.00058549033428894,0.000620570466048968,0.00124571135678798,0.00175526246568239,-0.000358813701633264
"2",0.000241947514775685,0.00152858494015179,0.000745306441016479,0.000320992699339574,0.000753823521926126,0.00068163957449857,0.000713975222883104,0.000643354415130779,0.0014614361343147,0.00130498327807809
"3",0.000456094882614577,-7.82925561166545e-05,0.000372374444686564,0.00050243247214102,0.000910368160762486,0.000636237878542423,0.000737927947214134,0.000946039288500371,0.0014477348401037,-5.7788139480835e-05
"4",0.000714438601429689,0.00143824007997303,0.000428789165582393,0.000518151777808338,0.000887011974014337,0.000592718730753484,0.000749731105017734,0.000797851316625259,0.00145092021731335,0.00132741830902021
"5",0.000907223564290554,6.68757380960987e-06,0.000394202608930643,0.000505261481015225,0.000892412313278685,0.000554018215848183,0.000757448257676111,0.000870393589174385,0.00145088321495812,-3.18476553961372e-05
"6",0.00104217981258466,0.00135801567718628,0.000400917331364406,0.000497602254552322,0.000892218167027684,0.000519671692628816,0.000762826094801079,0.000834882075411883,0.00145085768378685,0.00130908133560337
"7",0.00113557515620466,8.24160549472003e-05,0.000397625313201535,0.000495514724004206,0.000892599710979794,0.000489191013960446,0.000766617491935662,0.000852265975356046,0.00145085923988743,-1.26814512226469e-05
"8",0.00120006933722372,0.00128653102023706,0.000398377597609157,0.000495405199978446,0.000892705575355379,0.000462141104813863,0.000769295849304089,0.000843756059972324,0.00145085938341584,0.00129035105721195
"9",0.00124458762056359,0.000149894708624366,0.000398057816348099,0.000495586252628118,0.000892770708917218,0.000438135814076782,0.000771188582231936,0.000847921906535565,0.00145085936310312,5.80779653521629e-06
"10",0.00127531479554936,0.00122283387316987,0.000398139307620263,0.000495681501765816,0.000892800197637192,0.000416832452961666,0.000772526213128752,0.000845882605695786,0.00145085936285732,0.00127212783288315
"11",0.00129652283260075,0.000210022264870745,0.00039810776564526,0.000495705162544382,0.000892814961403618,0.000397926904190917,0.000773471552515519,0.000846880901684846,0.0014508593630435,2.37730492392891e-05
"12",0.00131116067617828,0.00116607586772341,0.000398116416861293,0.00049570546899522,0.00089282209668351,0.000381149280585354,0.000774139650237683,0.000846392207293939,0.00145085936303658,0.00125441753603946
"13",0.00132126374939943,0.000263599549286893,0.000398113270783751,0.000495702987702718,0.000892825587188175,0.000366260072276019,0.000774611813685345,0.000846631437151938,0.00145085936303532,4.12321042300381e-05
"14",0.00132823691301621,0.00111550105659625,0.000398114177685483,0.000495701814705835,0.000892827287561402,0.000353046727568175,0.000774945504889147,0.000846514327305737,0.00145085936303544,0.00123720617315361
"15",0.00133304980596826,0.000311340145855402,0.000398113861383105,0.000495701551205901,0.000892828117085113,0.000341320618648144,0.000775181333861228,0.00084657165591928,0.00145085936303544,5.81992911968956e-05
"16",0.00133637167531725,0.00107043584508243,0.000398113955684811,0.000495701560231863,0.000892828521564364,0.000330914348816796,0.000775348000838143,0.000846543591926052,0.00145085936303544,0.00122047969833278
"17",0.00133866443687961,0.000353879901006378,0.000398113923706461,0.000495701593574973,0.000892828718824197,0.000321679362808962,0.000775465789085093,0.000846557330052046,0.00145085936303544,7.46884688851802e-05
"18",0.00134024690597423,0.00103028001961271,0.000398113933460292,0.000495701607880919,0.000892828815019792,0.000313483826084748,0.000775549033356856,0.000846550604847108,0.00145085936303544,0.0012042244512694
"19",0.00134133912963869,0.000391785392315187,0.000398113930214749,0.000495701610753148,0.000892828861931435,0.000306210742818465,0.000775607864428383,0.000846553897026949,0.00145085936303544,9.07131040795388e-05
"20",0.00134209298482439,0.000994498753643076,0.000398113931220078,0.000495701610486332,0.000892828884808643,0.000299756285718419,0.000775649442003677,0.000846552285410916,0.00145085936303544,0.00118842715627238
"21",0.00134261329733868,0.000425561474623674,0.000398113930889806,0.000495701610045564,0.000892828895965105,0.000294028313834822,0.000775678826047219,0.000846553074342981,0.00145085936303544,0.00010628628413615
