"","AAPL","MSFT","JPM","CVX","V","UNH","BA","INTC","DIS","CRM"
"1",0.000754061084713,-0.00888586700123153,-0.00195719077934697,0.00500479911949401,-0.000206694501201254,-8.19745967240995e-05,0.00381772997102297,-0.00474994994761462,0.000827502165457836,-0.00421347438414249
"2",-0.00409024911176308,-0.00913003055395907,0.00162364450788929,0.00135417413235823,0.0006882537906694,0.000767623651080113,0.00235203162670355,-0.00347231867850291,-0.00228248104617519,-0.0098469009150984
"3",-0.000316100343661965,-0.00842551112749508,-0.00212297225723334,0.00287178253976731,0.000431853589638925,0.000885401369959765,0.00045217645908641,-0.00270170036688141,-0.000920755346269873,-0.00981685454841016
"4",0.000340610792320281,-0.00777227392140045,0.00104596878681649,0.00162126907825666,0.000644627193184541,0.000880809564979166,0.000464595636516572,-0.00228654109474555,-0.00213978370339266,-0.00923427064569558
"5",5.20117796879966e-05,-0.00717918743696441,-0.00168426764453816,0.00251533766979157,0.000461175048467,0.000880458428468826,0.000223918503755428,-0.00206302568624031,-0.00109996854124892,-0.00864086271662012
"6",-2.3184859447363e-05,-0.00664089690749313,0.000663896915209677,0.00186097439535298,0.000619463774594836,0.000880479351577502,0.000250452674196968,-0.00194268888325503,-0.00198899768649233,-0.00809049929954252
"7",-2.66532588847713e-06,-0.00615234241343156,-0.00135599414432339,0.00233796171134145,0.000482884972007112,0.000880480299748265,0.000217373660080202,-0.00187790164599501,-0.00122897698636127,-0.0075852578720294
"8",5.1683584389622e-06,-0.00570892857168861,0.00038148932213949,0.00199002754292609,0.000600731484356532,0.000880480213302951,0.000224148880488437,-0.00184302132669917,-0.00187871359919266,-0.00712198826281741
"9",3.86362517829521e-06,-0.00530648455133667,-0.00111307304388702,0.00224379464873491,0.00049904805852041,0.000880480211151201,0.000219277901314644,-0.00182424237075611,-0.00132325827302778,-0.00669726235659938
"10",3.09918760108157e-06,-0.00494122489034736,0.000172531340647023,0.00205870483612127,0.000586785225150466,0.000880480211484265,0.000220636948825653,-0.00181413210819457,-0.00179811318749674,-0.00630787960500065
"11",3.16563508952205e-06,-0.00460971388956445,-0.00093332994168747,0.00219370309491005,0.000511081536520909,0.000880480211487281,0.000219882191804955,-0.00180868891905385,-0.00139216300749786,-0.00595089963055916
"12",3.23645711303152e-06,-0.00430883329590013,1.79185053561848e-05,0.0020952398639161,0.000576402183314601,0.000880480211486069,0.000220131739837447,-0.00180575840089556,-0.00173920700688684,-0.00562362608338708
"13",3.23505044640756e-06,-0.00403575297147653,-0.000800333858262751,0.00216705565568606,0.000520040505636979,0.000880480211486075,0.000220010748065733,-0.00180418066099823,-0.00144252149362503,-0.00532358692259056
"14",3.22878356096435e-06,-0.00378790427283132,-9.64831107091362e-05,0.00211467561505195,0.00056867197006,0.00088048021148608,0.000220054744451342,-0.00180333123333759,-0.00169615588561684,-0.00504851581304831
"15",3.22851772553388e-06,-0.00356295588978767,-0.000701926977245876,0.00215287986763642,0.000526710491456487,0.000880480211486079,0.000220034934593614,-0.00180287391629068,-0.00147932559925134,-0.00479633501412267
"16",3.22904806755417e-06,-0.00335879191672447,-0.000181131514854183,0.00212501496148809,0.000562916797548301,0.000880480211486079,0.000220042533493987,-0.00180262770476368,-0.0016646923104301,-0.00456513968630346
"17",3.22910414702298e-06,-0.00317349194998113,-0.000629113447843706,0.00214533869358748,0.000531676320700463,0.000880480211486079,0.000220039249023428,-0.00180249514876902,-0.00150622359192594,-0.00435318350314877
"18",3.22906134854322e-06,-0.00300531302418971,-0.000243764828707522,0.00213051524202961,0.000558632050213587,0.000880480211486079,0.000220040547263576,-0.00180242378293196,-0.00164169740264772,-0.00415886546047356
"19",3.22905380155405e-06,-0.00285267321762387,-0.000575237031792187,0.00214132697262187,0.000535373399037301,0.000880480211486079,0.000220039998720963,-0.00180238536080919,-0.00152588177944636,-0.00398071778321726
"20",3.22905706804148e-06,-0.00271413677235396,-0.000290108667600563,0.00213344125734542,0.000555442039890696,0.000880480211486079,0.000220040219213109,-0.00180236467500799,-0.00162489175418654,-0.00381739483865228
"21",3.22905792910095e-06,-0.00258840058924536,-0.000535372624306538,0.00213919283475393,0.000538125887606113,0.000880480211486079,0.00022004012721954,-0.00180235353813318,-0.00154024881200759,-0.00366766297219075
