"","BAC","MSFT","JPM","XOM","GE","INTC","CSCO","PFE","WMT","HPQ"
"1",0.00017217780700253,-0.00197789077422698,-0.00420895903376268,5.99032276748747e-05,0.000823412277702473,-0.000194925494326577,0.00215389643109745,0.00316864296358002,0.00189333024551799,-0.000371802403649884
"2",0.000297810018318158,0.000966725586904132,0.00111326651526238,-0.000177414048342177,0.00142868104722442,-0.00115909980139165,0.00122415088228138,-0.00267365183893075,-0.000192619388524324,-0.000496314858179278
"3",0.000136117587294791,8.01258921332858e-06,-0.00152327130891584,-0.000155490834927631,0.00152028568383905,-0.00057858578542312,0.00134730493338168,0.00197602155484996,-4.8484057542315e-05,-0.000489052440518573
"4",2.30218384182634e-08,0.000909145306723003,4.11061604579831e-05,-0.000150096594324589,0.00152334900294347,-0.000431065492389807,0.00129427160895829,-0.00118706902420759,0.000113764108513422,-0.000488752496361106
"5",-0.000121010345553951,0.000291252847277907,-0.000922919917131638,-0.00015024499854615,0.00151126946148756,-0.000346519330837578,0.00132378706402406,0.000902434899099162,-1.18250284174002e-05,-0.000488300891422883
"6",-0.000228462508610926,0.000745804218958616,-0.000324706913345502,-0.000150351107787735,0.00149671812761136,-0.000308620639032057,0.00130698681087711,-0.000469422494699822,5.15235097797653e-05,-0.000487997477140149
"7",-0.000323862512257682,0.000417116745145368,-0.000696381697876319,-0.000150353385342717,0.00148188112494069,-0.000290582225920523,0.00131656571582831,0.000430086761365815,2.49805413746693e-05,-0.000487784771195039
"8",-0.000408562024050059,0.000655773384836966,-0.000465405883059488,-0.000150351543171724,0.00146713430422269,-0.000282130106849675,0.00131110348169696,-0.000159544169531976,3.47753699340855e-05,-0.000487636122182467
"9",-0.000483761262896606,0.000482659170147145,-0.000608950536347611,-0.000150351414446396,0.00145254097936263,-0.000278153772545915,0.00131421827183087,0.000226937303713791,3.15524886226304e-05,-0.000487532215627276
"10",-0.000550525821447746,0.000608260910816546,-0.000519741145266674,-0.000150351442222424,0.00143811052070156,-0.000276285035016421,0.00131244208940881,-2.6383861655005e-05,3.24817035902237e-05,-0.000487459585513376
"11",-0.000609801770873746,0.000517136731826345,-0.000575182606764223,-0.000150351445897492,0.00142384300255873,-0.000275406558267656,0.00131345494228862,0.000139656269128046,3.22631227356981e-05,-0.000487408817400429
"12",-0.000662429066801377,0.000583248322088031,-0.000540727082558905,-0.000150351445560473,0.0014097369117086,-0.00027499362281917,0.00131287737156881,3.08248237652458e-05,3.22933801181646e-05,-0.000487373330727874
"13",-0.000709153451707472,0.00053528379858342,-0.000562140356360706,-0.000150351445477056,0.0013957904780998,-0.000274799515541469,0.00131320672634789,0.000102158674957138,3.23003166668669e-05,-0.000487348525710239
"14",-0.000750637022283756,0.000570082497989506,-0.000548832525216129,-0.000150351445479314,0.00138200190441653,-0.000274708272559584,0.00131301891459293,5.54027197383232e-05,3.22919674029661e-05,-0.000487331187119289
"15",-0.00078746761151925,0.00054483572894824,-0.000557103020033145,-0.000150351445480953,0.0013683694055205,-0.00027466538240246,0.00131312601264507,8.60490299959973e-05,3.22966549938676e-05,-0.000487319067525563
"16",-0.000820167118446681,0.000563152487546816,-0.000551963107767178,-0.000150351445480989,0.00135489121506968,-0.000274645221235255,0.00131306494089386,6.59618276958368e-05,3.22945741568454e-05,-0.000487310595986409
"17",-0.000849198903587566,0.000549863514162993,-0.000555157438782116,-0.00015035144548096,0.00134156558647208,-0.00027463574417286,0.00131309976653934,7.91280357236555e-05,3.22953764813085e-05,-0.000487304674420286
"18",-0.000874974354891374,0.000559504784102727,-0.000553172239404175,-0.000150351445480958,0.00132839079286366,-0.000274631289336049,0.0013130799075119,7.04982110606028e-05,3.22951009365151e-05,-0.000487300535273348
"19",-0.000897858717209809,0.000552509955886429,-0.000554405992747755,-0.000150351445480959,0.00131536512691979,-0.000274629195272479,0.001313091231953,7.61546516664889e-05,3.22951847218578e-05,-0.000487297642029058
"20",-0.000918176267911396,0.000557584766786753,-0.000553639244918943,-0.000150351445480959,0.00130248690064005,-0.000274628210926157,0.00131308477428701,7.24471232314311e-05,3.22951631508787e-05,-0.000487295619664874
"21",-0.000936214911976169,0.000553902945750308,-0.000554115760128444,-0.000150351445480959,0.0012897544451306,-0.000274627748219248,0.00131308845671599,7.48772322088771e-05,3.22951671158436e-05,-0.000487294206041797
