"","MSFT","JPM","XOM","GE","VZ","INTC","CSCO","V","IBM","PFE"
"1",0.000931891043328089,0.000585459818411723,-4.11500307737483e-05,0.000749730967727997,0.00083001693435567,0.0016933880633741,2.99264843407095e-05,-0.00216567830874504,-0.000123997232647834,0.00019551476030615
"2",0.000943507088599667,0.000701899352756067,-0.00045804738030192,0.000928085294451193,6.91301669435816e-05,0.00208829795855781,0.000432394402511957,0.00184803739201352,0.00027076998873632,0.000305787811667031
"3",0.000978275875529505,0.000698919732673145,-0.000156104285271284,0.000915043631417163,0.00014018346148476,0.00154377096524393,0.000431484733322664,-0.000851694325658111,0.000104823907402861,0.000509209233615469
"4",0.00100976940955949,0.000698455251602905,-3.64192426416303e-05,0.000907183357660742,0.00028399271700311,0.00206166887749478,0.000445411701237893,0.0015691310358979,0.000172185690866012,0.000320202859879222
"5",0.00103851788522592,0.000698450207870941,7.49249170257956e-05,0.000899320325568699,0.000361095266942906,0.00157577383587376,0.000457429802672495,-0.000706641154220197,0.000144667740562559,0.000509422003583506
"6",0.00106475833180708,0.000698451530657795,0.00015645831464336,0.000891589010168639,0.000388393631524137,0.00203136618481123,0.000468338537296808,0.00144645111736032,0.000155895997838542,0.00032064125458349
"7",0.00108870957321778,0.000698451588151354,0.000219404457472385,0.000883983719182854,0.000394580907528452,0.0016041983954057,0.000478217520984084,-0.000592274391954399,0.000151313508948921,0.00050901356810321
"8",0.00111057131849909,0.00069845158573455,0.000267395103365382,0.000876502490279051,0.000394678729751709,0.00200471455059218,0.000487164876880204,0.0013383690769439,0.000153183646155867,0.000321050096866602
"9",0.00113052585440824,0.000698451585475601,0.000304090852040614,0.000869143297258587,0.000393915874126746,0.0016291872152533,0.000495268424169718,-0.000489948153384866,0.000152420428092025,0.000508605670697128
"10",0.00114873956508073,0.000698451585475198,0.000332130778671199,0.000861904149502123,0.000393443824633504,0.00198128482083086,0.000502607742379307,0.00124146943472747,0.000152731903123651,0.000321457111663682
"11",0.00116536431937074,0.000698451585476011,0.000353560068688298,0.000854783088795253,0.000393261076488326,0.00165115512806767,0.000509254904340347,-0.000398184523897332,0.000152604787790098,0.000508199539278153
"12",0.00118053873715815,0.000698451585476038,0.000369936616092802,0.00084777818886828,0.000393213797583487,0.00196068751998665,0.000515275185910433,0.00115456924652513,0.000152656664523923,0.000321862361741243
"13",0.00119438934518339,0.000698451585476036,0.000382451900950594,0.00084088755487332,0.000393209617375822,0.00167046733153547,0.000520727706910356,-0.000315889973665482,0.000152635493234363,0.000507795168634741
"14",0.00120703163204781,0.000698451585476036,0.000392016312047593,0.000834109322871796,0.000393213380912836,0.00194258023468741,0.000525666011690376,0.00107663623401671,0.000152644133398612,0.000322265854859206
"15",0.0012185710111762,0.000698451585476036,0.00039932561462434,0.000827441659330227,0.000393216200834321,0.00168744487536959,0.000530138594941448,-0.000242087340625745,0.000152640607281884,0.000507392551137918
"16",0.00122910369977099,0.000698451585476036,0.000404911520287237,0.000820882760624256,0.000393217397928463,0.00192666194600548,0.000534189377918371,0.00100674507397417,0.000152642046316933,0.000322667598635077
"17",0.00123871752108672,0.000698451585476036,0.00040918037392609,0.000814430852550762,0.000393217743785936,0.00170236999746246,0.000537858139751301,-0.000175900349029006,0.000152641459035787,0.000506991679186936
"18",0.00124749263671451,0.000698451585476036,0.000412442711741391,0.000808084189847934,0.000393217792925995,0.00191266802530594,0.000541180908081138,0.000944065933235262,0.000152641698709688,0.000323067600653118
"19",0.00125550221498231,0.000698451585476036,0.000414935851337408,0.00080184105572317,0.000393217776563909,0.00171549081586021,0.000544190312854887,-0.000116543146216189,0.000152641600896947,0.000506592545213992
"20",0.00126281304104424,0.000698451585476036,0.000416841155262083,0.00079569976138868,0.000393217760191614,0.00190036583501038,0.000546915906755292,0.000887854608634637,0.00015264164081507,0.000323465868464711
"21",0.00126948607374593,0.000698451585476036,0.000418297224168722,0.000789658645604665,0.000393217752512401,0.00172702545352384,0.000549384455411401,-6.33109711199142e-05,0.00015264162452418,0.000506195141684092
