"","AAPL","MSFT","BA","JPM","CRM","V","DIS","INTC","WMT","HD"
"1",0.00115420273316495,0.00163315727954055,0.00359621596770748,0.00146793387962542,-1.91403313590927e-06,0.00161685745707699,0.00114172890684979,0.00139211338450255,-0.000199851228383947,0.00109498430544678
"2",0.0011950647240611,0.000884255381986707,-0.000497111623754506,0.00174423872115482,0.000597229963085973,0.000266903375222316,0.00117229033271647,0.000988534666520612,0.000309879309325141,0.000964843763316895
"3",0.00119184003589503,0.00135463694073039,0.000392593993949949,0.00199058177764229,0.000529794642075968,0.00118499087753357,0.00070746018462201,0.00100094448329709,0.000270985541692361,0.000952084347018414
"4",0.00119213594816738,0.000968559982234719,7.34719084263665e-05,0.00190866739764382,0.000524917344472989,0.000836058757069796,0.000666328524481897,0.000972670057814977,0.000233784870948385,0.00095062889298412
"5",0.00119211049092304,0.00128890888633173,0.000234105819443158,0.00194838897306012,0.000525440684570405,0.000996849566557019,0.000677981170902386,0.000969115944126638,0.000262602001356971,0.000950504754774594
"6",0.00119211274078108,0.00102299661024098,0.000142975489566739,0.00193051295359109,0.000525480335313166,0.000927912537833172,0.00068033257465551,0.000966433528307996,0.000248515445215634,0.000950486792859654
"7",0.00119211254418945,0.00124372556885051,0.000196304148102216,0.00193866321514436,0.000525476277565738,0.000958246866030294,0.000680154448894709,0.000965741792369562,0.000254100653196545,0.000950485930151678
"8",0.0011921125614497,0.0010605023777136,0.000164867539529657,0.00193495589388458,0.000525475955623279,0.000945025169444806,0.000680062159492182,0.000965431080624225,0.000252211655155607,0.000950485647733334
"9",0.00119211255993733,0.0012125926993702,0.000183430298088997,0.00193664294865255,0.00052547598705545,0.000950808021875362,0.000680060017702145,0.000965329968909795,0.000252750117694491,0.00095048565604156
"10",0.00119211256006996,0.0010863452204832,0.000172465087870906,0.0019358752937977,0.000525475989666336,0.000948281927815366,0.000680062851421242,0.000965290650118021,0.000252632950364557,0.000950485649615772
"11",0.00119211256005833,0.00119114101387775,0.000178942920937016,0.00193622460181148,0.000525475989423096,0.000949385895480036,0.000680063166130518,0.000965276837643961,0.000252642857832451,0.000950485650365858
"12",0.00119211256005935,0.00110415188419358,0.000175115983954548,0.00193606565563822,0.000525475989401946,0.000948903514106081,0.000680063100615277,0.000965271700731586,0.000252650783235554,0.00095048565016873
"13",0.00119211256005926,0.00117636001810904,0.000177376850225622,0.001936137981195,0.000525475989403827,0.000949114304675356,0.000680063084665263,0.000965269851017275,0.000252644445560988,0.000950485650201686
"14",0.00119211256005927,0.00111642132666008,0.000176041181068812,0.00193610507077215,0.000525475989403998,0.000949022195651428,0.000680063085431082,0.00096526917273151,0.000252647574900994,0.000950485650194736
"15",0.00119211256005927,0.00116617537149967,0.000176830264682471,0.00193612004605882,0.000525475989403983,0.000949062444799895,0.0006800630860189,0.000965268926552007,0.00025264632630426,0.000950485650196029
"16",0.00119211256005927,0.00112487542119949,0.000176364091618171,0.00193611323182822,0.000525475989403982,0.000949044857064088,0.000680063086044601,0.00096526883668239,0.000252646751016027,0.000950485650195772
"17",0.00119211256005927,0.00115915777754453,0.000176639496308955,0.00193611633251936,0.000525475989403982,0.000949052542413833,0.000680063086027594,0.000965268803982263,0.000252646629076436,0.000950485650195821
"18",0.00119211256005927,0.00113070060149405,0.000176476793335031,0.00193611492160651,0.000525475989403982,0.000949049184131775,0.000680063086025285,0.000965268792061882,0.000252646655985379,0.000950485650195812
"19",0.00119211256005927,0.00115432239868376,0.00017657291463807,0.00193611556361662,0.000525475989403982,0.000949050651606954,0.000680063086025642,0.000965268787721013,0.000252646653498979,0.000950485650195814
"20",0.00119211256005927,0.00113471436373743,0.000176516128307271,0.00193611527148165,0.000525475989403982,0.000949050010361445,0.000680063086025748,0.000965268786139329,0.000252646651815291,0.000950485650195813
"21",0.00119211256005927,0.00115099064582421,0.000176549676410176,0.00193611540441233,0.000525475989403982,0.000949050290567759,0.000680063086025746,0.000965268785563202,0.000252646653208364,0.000950485650195813
