"","BAC","MSFT","JPM","XOM","GE","INTC","JNJ","PFE","CSCO","IBM"
"1",0.00542655220231846,-0.00108147229965425,0.00419837769612329,0.00151879707239053,0.00119885724256548,-4.05735566301512e-05,0.0024837936311044,0.00162701713310759,0.000836046095004681,-0.00121185835837883
"2",0.0012428903283824,0.00284205493311068,0.00444206030028525,0.00261142266879591,0.00138612569255305,-8.02389291864739e-06,-0.000610488472067059,9.64810805485898e-05,0.00182048885705614,-0.000380180787901328
"3",0.00300170372844063,-0.000182949658726137,-2.29120825377812e-05,0.00204930488242886,0.000947034564841498,3.04617811015264e-05,0.00100983393934432,0.000723539881933546,0.00185229838793598,-0.000215445321013677
"4",0.00251807198899338,0.00157661286356274,0.00430946218737275,0.00155761280570559,0.00110821592303819,5.2356574136951e-05,0.000981630448227853,0.000906853761720327,0.00182065405709442,-0.000154802951692259
"5",0.00269825314082238,0.000624544611185991,0.000886430330802169,0.00123522737871277,0.00105942907802474,6.4677765878828e-05,0.00111960362753372,0.000993748719850354,0.00179921242298516,-0.000112690611394666
"6",0.00264443835991306,0.00112788586681997,0.00344244292141191,0.00103258761697,0.00107340355019067,7.16098560553385e-05,0.00113785163369054,0.00103140764226437,0.00178746825723911,-7.59242801878775e-05
"7",0.00266328317417307,0.000863876427981502,0.00156855223124076,0.000906161195082924,0.00106947408903147,7.55099363515665e-05,0.00115270181069167,0.00104795934078497,0.00178125072684388,-4.23096532122975e-05
"8",0.00265740403102274,0.00100197146381862,0.00293377663633181,0.000827390823095868,0.0010705718288494,7.77041698839932e-05,0.00115653383501958,0.00105521756218079,0.0017779796278167,-1.13336404753618e-05
"9",0.00265939765914112,0.000929808239042582,0.00194130259033925,0.000778324840460481,0.00107026587829782,7.89386728732414e-05,0.00115841273926764,0.0010584015891906,0.00177626070471015,1.7248056483317e-05
"10",0.00265876126740454,0.000967505143903071,0.00266225150022421,0.000747763073662615,0.00107035107784253,7.96332195602133e-05,0.00115903126881634,0.00105979827164557,0.00177535763345763,4.36261535349558e-05
"11",0.00265897348207189,0.000947815254558782,0.00213868184815484,0.000728727199695139,0.00107032735912818,8.00239801372103e-05,0.00115928907480138,0.00106041093617224,0.00177488320671898,6.79714005653666e-05
"12",0.00265890491990832,0.000958099264035342,0.00251887480155314,0.00071687042610882,0.00107033396145817,8.02438268824316e-05,0.00115938208267391,0.00106067968534054,0.00177463396955345,9.04405906543841e-05
"13",0.00265892758363487,0.000952728016351932,0.00224280460519566,0.000709485262642992,0.00107033212370989,8.03675153869267e-05,0.0011594186788954,0.00106079757389148,0.00177450303454321,0.000111178313369528
"14",0.00265892021507331,0.000955533357009923,0.00244326567096797,0.00070488530665507,0.0010703326352369,8.04371040730309e-05,0.00115943233851306,0.00106084928646041,0.00177443424876678,0.000130317997921769
"15",0.00265892263966959,0.000954068162686596,0.002297706755001,0.00070202015749584,0.00107033249285695,8.04762555305853e-05,0.0011594376020679,0.00106087197051057,0.00177439811265031,0.000147982788755924
"16",0.00265892184875767,0.000954833414848005,0.0024033999394926,0.000700235557879607,0.00107033253248733,8.04982826260005e-05,0.00115943959149468,0.0010608819210147,0.00177437912879976,0.000164286340451111
"17",0.00265892210838067,0.000954433733572758,0.002326654082276,0.000699123994183521,0.00107033252145652,8.05106753429704e-05,0.00115944035226428,0.00106088628586718,0.00177436915576955,0.000179333549362713
"18",0.00265892202354375,0.00095464248190026,0.00238238071799985,0.000698431640649906,0.00107033252452686,8.05176476391811e-05,0.00115944064113458,0.00106088820053772,0.00177436391650942,0.000193221228580607
"19",0.00265892205135718,0.000954533455369156,0.00234191654370569,0.000698000398232407,0.00107033252367226,8.05215703394709e-05,0.0011594407512921,0.00106088904042024,0.00177436116410155,0.000206038730829413
"20",0.00265892204226034,0.000954590398504974,0.00237129835270312,0.000697731792652135,0.00107033252391013,8.05237772992871e-05,0.00115944079319056,0.0010608894088401,0.00177435971814375,0.000217868523361412
"21",0.00265892204524074,0.000954560657847609,0.0023499636607523,0.000697564487779457,0.00107033252384392,8.05250189622414e-05,0.00115944080915172,0.00106088957044983,0.00177435895852016,0.000228786718547473
