"","AAPL","MSFT","GE","JPM","PG","PFE","DIS","XOM","JNJ","V"
"1",-0.000322020005568908,-0.00134022513585769,0.00212538201728004,-5.4228627609823e-05,0.00275051060137149,0.000989303830089335,-0.000344356887794617,0.0029511149939401,0.000347419321920429,0.000319775451131438
"2",4.13795555694792e-05,-0.0011966868379769,-0.00138453437899985,3.53043967017314e-05,0.00246797059132209,-0.0006083975156029,-0.000915062215140607,0.00210986973403834,0.000562870227001329,0.000579350093677875
"3",-3.24998002107654e-05,-0.00114841335418751,0.00192988379918025,8.7027587127059e-05,0.00228610668417596,-0.000569749673697993,-0.000748157318063234,0.00182263229677249,0.000826719973703927,0.00055200236627747
"4",2.28394861854931e-05,-0.00109821477000421,-0.00119984156921786,0.000135601034467062,0.00212160035575241,-0.000458528712503339,-0.000744202459814247,0.0015823867293692,0.000533617265752173,0.000548941310087213
"5",-5.71515711929002e-06,-0.00104993414515705,0.00175548282417831,0.000180776121291851,0.00197428341072904,-0.00050817190096009,-0.000740898667971892,0.00138905400086118,0.000813471254967517,0.000544285183979662
"6",1.01385244652464e-05,-0.00100335188804426,-0.00103515892298316,0.000222796991661907,0.00184232648955353,-0.000496258075070816,-0.000740549034033349,0.0012333071868413,0.000550010753120874,0.000540150049017695
"7",1.47759789109295e-06,-0.000958414159767194,0.00159997696206636,0.000261883785964457,0.00172412882628332,-0.000497287125590235,-0.000740460699946901,0.00110784296537364,0.000797681630265923,0.000536329427970177
"8",6.22562398497714e-06,-0.000915062664734894,-0.00088831847741053,0.000298241375249001,0.00161825571476231,-0.000497806331628549,-0.000740447012516821,0.001006773262575,0.000564888500463985,0.000532812159620622
"9",3.62466545827392e-06,-0.000873241420891367,0.00146131906092276,0.000332060324113668,0.00152342206587279,-0.000497506915484073,-0.000740444283917202,0.000925354954944295,0.0007836942699594,0.000529573101914135
"10",5.04969836894241e-06,-0.000832896411982519,-0.000757387156175626,0.000363517891153401,0.00143847678719527,-0.000497590861309312,-0.000740443809747651,0.000859767141402298,0.000578035753076909,0.000526590336550392
"11",4.26896822295477e-06,-0.000793975528871101,0.00133768376326624,0.000392778958019173,0.00136238881152336,-0.000497579593720648,-0.000740443721120032,0.000806931834327998,0.00077133695738339,0.000523843576960506
"12",4.6967086932356e-06,-0.000756428501787274,-0.000640641318109927,0.000419996893628807,0.00129423458174177,-0.000497577616944393,-0.000740443705192116,0.000764369511803714,0.000589650560275626,0.000521314150230769
"13",4.46236190121233e-06,-0.000720206835418685,0.00122744347619606,0.000445314358034615,0.00123318684067489,-0.000497579342975454,-0.000740443702268904,0.000730082755485375,0.000760420043870514,0.00051898486020382
"14",4.59075386448584e-06,-0.00068526374627375,-0.000536544066381979,0.000468864050161614,0.00117850458982542,-0.000497578778019611,-0.000740443701738423,0.000702462513235615,0.000599911513862908,0.000516839871398529
"15",4.52041155340899e-06,-0.000651554102256663,0.00112914694499768,0.000490769403335498,0.0011295240951223,-0.000497578876898637,-0.000740443701641572,0.000680212587495996,0.000750775635850031,0.000514864601285147
"16",4.55895010897969e-06,-0.00061903436437529,-0.000443725016068481,0.000511145232245908,0.00108565083050547,-0.000497578880553523,-0.000740443701623948,0.000662288805693437,0.000608976422426143,0.00051304562115288
"17",4.53783592837788e-06,-0.000587662530506703,0.00104150014814671,0.000530098334736002,0.00104635226155868,-0.000497578871138848,-0.000740443701620735,0.000647850017992958,0.000742255406605998,0.000511370564815436
"18",4.5494037885698e-06,-0.000557398081147722,-0.000360962253766018,0.000547728051572525,0.00101115138159788,-0.000497578874788757,-0.00074044370162015,0.00063621862275751,0.000616984700266372,0.000509828044540563
"19",4.54306608634396e-06,-0.000528201927080378,0.000963349262204117,0.000564126787130383,0.000979620921756138,-0.000497578874011488,-0.000740443701620043,0.000626848767203867,0.000734728318762533,0.000508407573631493
"20",4.54653833348721e-06,-0.000500036358884732,-0.000287166251751357,0.000579380493720803,0.000951378164787026,-0.00049757887404584,-0.000740443701620023,0.000619300730934876,0.000624059511172485,0.000507099495133995
"21",4.54463598784299e-06,-0.000472864998233814,0.000893665472344735,0.000593569122101676,0.000926080299636315,-0.000497578874093438,-0.00074044370162002,0.000613220290186155,0.000728078609021108,0.000505894916184373
