"","AAPL","MSFT","BA","JPM","DIS","V","CRM","INTC","UNH","HD"
"1",0.00107732769648037,0.000837946554860889,-0.00464032774172778,0.00140468860008421,0.00229474789145304,0.00457322072423115,0.000867736687698214,0.000261740051766076,0.00164884614120031,0.00105994888570231
"2",0.001775652184636,-7.15507997085777e-05,0.00331000213950126,0.00194680134591219,0.00188996930576637,0.00369802070298802,0.00105346936065059,0.000111604828806117,0.00112728671869014,0.0013384003229797
"3",0.00156085911888957,0.00114756145239824,-0.00430927685569107,0.00200685987317198,0.00147199709864956,0.00316851783536159,0.00132367593162211,-0.00020365315970656,0.00149036619232645,0.00139131450071365
"4",0.00144033824214541,0.00177046813719018,0.00329233363852077,0.00201024376400207,0.00135745538395182,0.00273643019817817,0.00132974234218567,-0.000399788517443745,0.0015690147187176,0.00141509059373669
"5",0.00138969525861674,0.00195990936897288,-0.0042788046260114,0.00200923445937643,0.00134105906519312,0.00237295834777788,0.00131043837913199,-0.000524455840342949,0.00156357710706085,0.00141973228618184
"6",0.0013692622437554,0.00199823084593052,0.00326251255070915,0.00200866960869687,0.00134138344188416,0.00206642094828391,0.0013085920832012,-0.000603646117677494,0.00155905508791782,0.0014217635639573
"7",0.0013610745396403,0.00200112916951325,-0.0042490791744934,0.00200847152483646,0.00134228829521518,0.0018078447819304,0.00130986849815903,-0.000653949743064731,0.00155863891299509,0.00142217024893553
"8",0.00135779756439346,0.00199951255437155,0.00323290516756949,0.00200841063485831,0.00134256321215653,0.00158972193386243,0.00131009618225668,-0.000685903833932931,0.00155879046502537,0.00142234387953331
"9",0.00135648628998453,0.00199855706263996,-0.00421958845347248,0.00200839291172181,0.00134260736767485,0.00140572335877147,0.00131001945847375,-0.000706201852855891,0.00155883266312599,0.00142237947242893
"10",0.00135596160555958,0.00199824708498846,0.00320353068764816,0.00200838788456849,0.00134260813212949,0.00125051045917038,0.00130999724460965,-0.000719095650200844,0.00155883178763106,0.00142239432158617
"11",0.00135575166324037,0.00199817950259346,-0.004190329754878,0.00200838647698716,0.00134260622168617,0.00111957985587024,0.00131000123657029,-0.00072728610517116,0.0015588296652364,0.00142239743353817
"12",0.0013556676589777,0.00199817254617377,0.00317438731408706,0.00200838608550305,0.0013426055704766,0.00100913270270991,0.00131000314994309,-0.00073248888219844,0.00155882939075443,0.00142239870407314
"13",0.00135563404634162,0.00199817455977061,-0.00416130125178657,0.00200838597700364,0.00134260545450947,0.000915964464463191,0.00131000299730074,-0.000735793813230196,0.00155882945010708,0.00142239897590695
"14",0.00135562059691382,0.00199817600593614,0.00314547322869612,0.00200838594698903,0.00134260544904396,0.000837371939715661,0.00131000284639042,-0.000737893186135741,0.00155882947189673,0.00142239908466755
"15",0.00135561521539282,0.00199817650824186,-0.00413250113311143,0.00200838593869417,0.00134260545295032,0.00077107482964434,0.0013100028465764,-0.000739226759076958,0.00155882947233708,0.00142239910839264
"16",0.00135561306208424,0.00199817662557347,0.00311678662752969,0.002008385936403,0.00134260545447243,0.000715149576982863,0.00131000285761742,-0.000740073877178201,0.00155882947137394,0.00142239911770689
"17",0.00135561220048064,0.00199817664039404,-0.00410392760201719,0.00200838593577032,0.00134260545477079,0.000667973555556206,0.00131000285840628,-0.000740611987284722,0.00155882947120983,0.00142239911977596
"18",0.00135561185572711,0.0019981766381433,0.00308832572083472,0.00200838593559564,0.00134260545479233,0.000628177991088752,0.00131000285765682,-0.000740953807966297,0.00155882947123088,0.00142239912057397
"19",0.00135561171778083,0.0019981766359878,-0.00407557887580522,0.00200838593554742,0.00134260545478469,0.000594608247320823,0.0013100028575447,-0.000741170940811296,0.00155882947124176,0.00142239912075429
"20",0.00135561166258438,0.00199817663518169,0.00306008873293921,0.0020083859355341,0.00134260545478118,0.000566290325167311,0.00131000285759132,-0.000741308868897334,0.00155882947124239,0.00142239912082268
"21",0.00135561164049861,0.00199817663498074,-0.00404745318580246,0.00200838593553043,0.00134260545478042,0.00054240260291849,0.0013100028576029,-0.000741396484186112,0.00155882947124197,0.00142239912083839
