"","AAPL","MSFT","JPM","BA","INTC","V","DIS","CSCO","WMT","HD"
"1",0.00114250331133209,0.00453937162784674,0.00224784207003559,-0.00176830102858479,-0.00521479411941532,0.00334604633666074,-0.000984336760716777,-0.000409943275948172,-0.000460548185074886,0.00107111268819205
"2",0.000810735978340628,0.000738137095105781,0.00193546817367607,0.00459779892521359,0.00648271402460237,0.000311839987089269,-0.000457041358627736,0.00328519019725089,7.38034081308026e-05,0.00197423589652181
"3",0.000794503271012705,0.00219359629245426,-0.000226651147364857,4.59469474180427e-05,-0.00282652377527862,0.00167813993340628,0.000641427385853371,-0.000255361664723035,0.000503359764075306,0.0015382222325343
"4",0.000804635905217146,0.00239355821302298,0.00193666520731935,0.00347074538892865,0.00447589179707985,0.00134271661012456,7.09017691919959e-05,0.0030751408270245,0.000550496131214406,0.00168462005211608
"5",0.000806729508089772,0.00209788992663477,0.000118935676626015,0.000886564812703836,-0.0012330413144053,0.00135214208959332,0.000168155532621275,-5.08670980452499e-05,0.000528455026240593,0.00164567885560923
"6",0.000806653694237222,0.00215076779092489,0.00159771604160325,0.00283676108594354,0.00322657670987197,0.00138673260201562,0.000207174389890385,0.00288241779125276,0.000520566509727553,0.0016536969674086
"7",0.00080656368730021,0.00218377769242297,0.000402781734457829,0.001364999491869,-0.000256463809682199,0.00136812050449443,0.000175518253338454,0.000130063589420968,0.000520598026149552,0.0016527227618589
"8",0.000806553383493249,0.00216558663427646,0.00136695782344439,0.00247569958796219,0.00246373097774932,0.00137348090693272,0.000184095671772818,0.00271263708837168,0.000521183121499845,0.0016525882945122
"9",0.000806555269681639,0.0021654565663869,0.000589219346380966,0.00163748316802091,0.000339328065923098,0.0013729521002837,0.000184829918431669,0.000289372420835108,0.000521298412798618,0.00165272981089963
"10",0.000806555933912042,0.0021684664739977,0.00121652863872,0.0022700632588023,0.00199842852571057,0.00137259070269731,0.000183255473765631,0.00256315526214152,0.000521278659262497,0.001652670089871
"11",0.000806555959940334,0.00216761682535152,0.000710560010668648,0.0017926715473506,0.000702717299719085,0.0013728356573747,0.000183857074348576,0.00042963330629132,0.000521266230189417,0.00165268877162151
"12",0.00080655593870754,0.00216737087186163,0.00111865767479382,0.002152946632648,0.00171463151810632,0.00137275409594758,0.000183814888320082,0.00243154652751642,0.000521265181225355,0.00165268411633114
"13",0.000806555934621508,0.00216758086297251,0.000789499733512989,0.00188105641341614,0.000924354849427891,0.00137276662917078,0.000183746595036011,0.000553123606247112,0.000521265882274406,0.00165268498406834
"14",0.000806555934824402,0.00216756028999548,0.00105498749344721,0.00208624487726156,0.00154153879326158,0.00137276985711423,0.000183783429408846,0.00231567386751479,0.000521266100144413,0.00165268491256122
"15",0.000806555935008099,0.0021675319318114,0.000840853973803132,0.00193139449016713,0.00105953542037901,0.00137276675274371,0.000183776769539103,0.00066184852908099,0.000521266092501864,0.0016526848812133
"16",0.000806555935027312,0.00216754349856018,0.00101356688508643,0.00204825604239045,0.00143596655357418,0.00137276794505986,0.000183774421732157,0.00221365576553278,0.000521266074981145,0.00165268490223444
"17",0.000806555935023197,0.00216754478528326,0.000874262446759657,0.00196006367397411,0.00114198438250286,0.0013727677059222,0.000183776443723215,0.000757573528103406,0.000521266072020213,0.00165268489423829
"18",0.000806555935021871,0.00216754252306272,0.00098662073188914,0.00202662015640059,0.00137157622357103,0.00137276768703444,0.000183775874896661,0.00212383567223743,0.00052126607271052,0.00165268489658014
"19",0.000806555935021832,0.00216754296738392,0.000895996309666639,0.00197639171336713,0.00119227142664178,0.00137276772465535,0.000183775837422702,0.000841852966515256,0.000521266073066507,0.00165268489603579
"20",0.000806555935021877,0.00216754320845066,0.000969090927420722,0.00201429781052833,0.00133230345065542,0.00137276770783204,0.000183775936789051,0.00204475510709417,0.000521266073087414,0.00165268489612515
"21",0.000806555935021885,0.00216754306610076,0.000910135261678862,0.00198569106671513,0.00122294236224524,0.00137276771193154,0.000183775897534786,0.000916055356816173,0.000521266073065498,0.00165268489612278
