"","AAPL","MSFT","BA","DIS","V","JPM","UNH","INTC","CSCO","JNJ"
"T+1",0.00437119335349358,8.04485943503002e-05,-0.00101864520968768,-0.00456075341166219,0.0026648244902131,0.00258576319380381,-0.00128509035022862,-0.000779757347182164,-0.00126413083022441,0.000500239732440055
"T+2",0.0114656991563969,0.00538313226570701,-0.00111585303907636,0.00440059849319606,0.0074316318579205,-0.000164299036202364,-0.00199529706193105,-0.00283522878358884,0.0019613196338513,0.00103238938443601
"T+3",0.00595527496401267,-0.000444382558917332,-0.000449457983404156,-0.0010635928571575,0.00534148337258336,0.000568199179235074,-0.000919762937943426,-0.00024708440122285,-0.000519594259816988,0.000886289056175057
"T+4",0.00293101753883214,0.00390630653355873,-0.000858096145095463,0.00164498098084709,0.00346749464523106,0.000732707740741614,-0.000454150981806703,0.000388067656666011,9.00800433594376e-05,0.000766749626926253
"T+5",0.00277379549104783,0.000834766052208708,-0.000582380079449567,0.000462717734878394,0.002474579168674,0.000867753731618553,-0.000186795790763303,0.000805610069542194,3.46933795810598e-05,0.000696217490328482
"T+6",0.00320306092384695,0.00298088992785335,-0.000766712958239904,0.000928004327950391,0.00203127379673666,0.000946875664772105,-4.05084772267321e-05,0.000989878455212266,1.82285811472423e-05,0.000656164823988971
"T+7",0.00337546901985991,0.00148435800544961,-0.000643371015591535,0.000763133453386469,0.00185022472836914,0.000996041514350718,4.01335940260958e-05,0.00108281132461314,2.65703486753469e-05,0.000633544649764617
"T+8",0.003366037533449,0.00252751280509582,-0.000725895870357618,0.000814280394990147,0.00178036424971048,0.00102624446381705,8.45361328018464e-05,0.00112745418264048,2.48347429833146e-05,0.000620779929590596
"T+9",0.00333525437773699,0.00180043852087222,-0.000670680257277163,0.000801634126075484,0.00175448673245654,0.00104483909880823,0.000108989221305521,0.00114927312775276,2.49208627795063e-05,0.000613577562700817
"T+10",0.00332619916082392,0.00230719864934091,-0.000707623816803348,0.000803132046471668,0.0017452032936904,0.00105628218394573,0.000122455485219624,0.00115987122291973,2.4990522094997e-05,0.000609513769413361
"T+11",0.00332801065971559,0.00195399526890008,-0.000682905687293046,0.000803988270280411,0.00174196096072769,0.00106332479444033,0.000129871361682681,0.0011650304154025,2.49635202773034e-05,0.000607220860192874
"T+12",0.00333007903930953,0.00220017201347707,-0.000699444048263607,0.000803108504584647,0.00174085505184201,0.00106765907961537,0.000133955284667978,0.00116753994556097,2.49682229818789e-05,0.000605927135258743
"T+13",0.00333049929325929,0.00202859103100977,-0.00068837859188982,0.000803636637294273,0.00174048604013505,0.0010703265682999,0.000136204301205351,0.00116876097401465,2.49682357295663e-05,0.000605197178705346
"T+14",0.00333031300655391,0.00214818004002304,-0.000695782247244309,0.000803376981433572,0.001740365506115,0.00107196824427148,0.000137442834673138,0.00116935501347522,2.49679686108469e-05,0.000604785316375563
"T+15",0.00333018194132588,0.00206482854726034,-0.000690828623032465,0.000803489642000177,0.00174032697479239,0.00107297859543287,0.000138124895089117,0.00116964402854076,2.49680529673113e-05,0.000604552931889528
"T+16",0.00333016673544634,0.00212292311128066,-0.000694142984879047,0.000803445546917272,0.00174031493511073,0.00107360040477014,0.000138500505779458,0.00116978463978946,2.49680410442649e-05,0.000604421813927445
"T+17",0.00333018245945848,0.00208243219436573,-0.000691925417703924,0.00080346107475291,0.00174031126694647,0.00107398309038306,0.00013870735459725,0.00116985305011408,2.49680401226932e-05,0.000604347833429548
"T+18",0.00333019028417297,0.00211065367050916,-0.000693409143502075,0.000803456300562012,0.0017403101817796,0.00107421860996994,0.000138821266247056,0.0011698863331184,2.4968041083136e-05,0.000604306091520338
"T+19",0.00333019045659441,0.002090983784609,-0.000692416414953062,0.00080345745929111,0.00174030987224325,0.00107436355786957,0.000138883997395825,0.00116990252598163,2.49680408288136e-05,0.000604282539543344
"T+20",0.00333018926553529,0.00210469335845831,-0.000693080627958763,0.00080345733581693,0.00174030978814551,0.00107445276443571,0.000138918543441226,0.00116991040413955,2.49680408560828e-05,0.000604269250845466
"T+21",0.00333018882931579,0.00209513802010589,-0.000692636217533193,0.000803457246992076,0.00174030976688542,0.00107450766562065,0.000138937567949404,0.0011699142370242,2.49680408616246e-05,0.000604261752982703
