"","AAPL","MSFT","GE","JPM","INTC","BA","DIS","V","JNJ","GS"
"1",0.00133320303200544,-0.000509990451788254,0.00205077435956074,0.00124939315513377,0.000889569447897906,0.000767716069696184,0.000597840702400912,0.00182096627089898,-0.00129838441737977,0.000771432937294425
"2",0.0011149881372516,0.000132860119970295,-0.00170939005248081,0.00166134798182174,0.000834988402873221,0.00571919626575207,0.000859739885917508,0.00105906116354015,0.000101670463305652,0.000593984312493767
"3",0.00110718584407016,0.00232458363863238,-0.00234596211705703,0.00116179251507322,0.000821017846444695,0.00350776503545822,-0.000930646170893024,0.00189678522377298,0.000349969850031386,0.000679672158120221
"4",0.0011103971404632,0.00158459431142035,-0.00213660580316627,0.00152494793255783,0.000824513201154137,0.00338851342837376,0.000543621173542044,0.00159171368077473,0.000501935178832045,0.000672709142860776
"5",0.00111110920755128,0.00160123809516964,-0.00187326236437455,0.0012486845415977,0.000823691265104968,0.00321286305602268,-0.00049065420014957,0.00163083127941289,0.000612554016470403,0.000674451827095441
"6",0.00111116414899458,0.00166773123862661,-0.00172113819561928,0.00145781229358806,0.000823884144152058,0.003168396582952,0.000210043508557345,0.00165120902463645,0.000693908679080948,0.000674254828608558
"7",0.00111115871486018,0.0016455580335024,-0.0016585157055288,0.00129942199889549,0.000823838885563331,0.00314720812137239,-0.000260612974910877,0.00163638144473674,0.000753774105363314,0.000674292877337581
"8",0.0011111566403034,0.00164597737996979,-0.00164048984887776,0.00141937773836784,0.000823849505352361,0.00313979033914994,5.48433777243288e-05,0.00164089569773457,0.000797827822148337,0.000674287833555867
"9",0.00111115639852757,0.00164799433966368,-0.00163864106948758,0.00132852958398,0.000823847013451651,0.00313680966903448,-0.000156474584562873,0.00164062924280738,0.00083024608341944,0.000674288699240115
"10",0.00111115640037787,0.00164733003101743,-0.00164050915424521,0.00139733314343231,0.000823847598168458,0.00313568680696717,-1.49365961148666e-05,0.00164017744588474,0.000854102044489705,0.000674288575209011
"11",0.00111115640573177,0.00164734019108577,-0.00164217951389569,0.00134522498394032,0.000823847460966465,0.00313525108960252,-0.000109733516347655,0.00164042899899934,0.000871657177271077,0.000674288595341565
"12",0.00111115640660937,0.00164740136240004,-0.00164304862944773,0.00138468893445871,0.000823847493160489,0.00313508431825716,-4.62426108348435e-05,0.00164036604278779,0.000884575654382027,0.000674288592345906
"13",0.001111156406648,0.00164738146258335,-0.001643376996489,0.00135480103577023,0.00082384748560626,0.00313502008072245,-8.87659947830861e-05,0.00164036400748345,0.000894082107733687,0.000674288592819345
"14",0.00111115640663633,0.00164738169414043,-0.00164345884799945,0.00137743654174983,0.000823847487378837,0.00313499540985065,-6.02857406003925e-05,0.00164037307474654,0.00090107771987521,0.000674288592747596
"15",0.00111115640663352,0.00164738354907922,-0.00164345943783374,0.0013602936125564,0.000823847486962907,0.00313498592200572,-7.93605338694646e-05,0.00164036897475301,0.000906225653328865,0.000674288592758791
"16",0.00111115640663329,0.0016473829530531,-0.00164344534615957,0.00137327675601234,0.000823847487060504,0.00313498227548069,-6.65850957646759e-05,0.001640369781996,0.000910013916358195,0.000674288592757079
"17",0.0011111564066333,0.00164738295778354,-0.00164343511459358,0.00136344401318901,0.000823847487037603,0.00313498087358326,-7.51415091894172e-05,0.00164036992044477,0.000912801624650966,0.000674288592757344
"18",0.00111115640663331,0.0016473830140233,-0.00164343026071037,0.00137089081001119,0.000823847487042976,0.00313498033469922,-6.94108086125993e-05,0.00164036975013905,0.00091485304438223,0.000674288592757304
"19",0.00111115640663331,0.00164738299617414,-0.00164342858694034,0.00136525100188164,0.000823847487041716,0.00313498012754147,-7.32489739104294e-05,0.00164036981427133,0.000916362643835204,0.00067428859275731
"20",0.00111115640663331,0.001647382996249,-0.00164342824487581,0.00136952229281353,0.000823847487042011,0.00313498004790817,-7.06783435566589e-05,0.00164036980530273,0.000917473528396607,0.000674288592757309
"21",0.00111115640663331,0.00164738299795386,-0.00164342829587816,0.00136628744407297,0.000823847487041942,0.00313498001729602,-7.24000360588543e-05,0.0016403698013774,0.00091829100650733,0.000674288592757309
