"","BAC","MSFT","JPM","XOM","GE","INTC","JNJ","PFE","CSCO","PG"
"1",0.000915758590282107,-0.000127603578892383,0.00469767705848055,-0.00062073550151826,0.00094129319665457,0.000175152593551069,0.0015393574083993,-0.0004855890825696,0.000408645579917608,0.000908180413954174
"2",0.000620857200442113,-0.000559271320861819,-0.000826857277952628,-0.000177360124233208,0.000633647406747653,-0.00169198139904209,0.00122753400907378,-0.000372047732128581,0.000355457545602487,0.000569660722870731
"3",0.000924804319042868,0.000612883229511443,0.00224936099750692,-5.81514462147978e-05,0.000807161036553402,-0.000443926124382849,0.000982452025491626,-0.000325180598478181,0.000292520480219905,0.000771551823548466
"4",0.00092023756219178,-0.000200185836793594,0.000429121232684051,1.83598735383428e-05,0.000738812613144269,-0.00115660776982415,0.000877554310062555,-0.000279447655039428,0.000289040111222819,0.000657086676622852
"5",0.000939287590593838,0.000276362446677047,0.00153504788862481,7.67917773972347e-05,0.000759905004508638,-0.00076039404185467,0.000822749151802722,-0.000235307223723993,0.000287607157315629,0.000722275804517246
"6",0.000939883294153782,9.68236942296393e-06,0.000855810895948052,0.0001222356675536,0.000755045120450441,-0.000979555031343525,0.00079617027515621,-0.00019270006724354,0.000287480993671774,0.000685164933055593
"7",0.000941118240323979,0.000156759599445977,0.00127478537439201,0.000157638963713994,0.000755569418081414,-0.000858447064393607,0.00078293120560311,-0.000151572955100791,0.000287446593240582,0.000706292184931611
"8",0.000941213371080126,7.60313033290814e-05,0.00101590960309787,0.000185224469883289,0.000755800809744356,-0.000925358456529999,0.000776400656752136,-0.000111874474777002,0.000287442683422036,0.00069426446147514
"9",0.000941296054049188,0.000120271528052504,0.0011759703254848,0.000206718835485813,0.000755605532640454,-0.000888391685598742,0.000773167890360199,-7.35549999139906e-05,0.00028744182425637,0.000701111834501821
"10",0.000941305924495889,9.60400901286839e-05,0.00107698026221982,0.000223467064925108,0.000755695249641764,-0.000908814702041132,0.000771569648411511,-3.65666280216378e-05,0.000287441710917214,0.000697213630799676
"11",0.000941311623017633,0.000109309889513786,0.00113820724616182,0.000236517146527085,0.000755663943466652,-0.000897531622206257,0.00077077912883133,-8.63120597855089e-07,0.000287441688865705,0.000699432874892421
"12",0.000941312513311563,0.000102043412439382,0.00110033583141895,0.000246685662097712,0.000755672463501546,-0.000903765170372186,0.000770388189417251,3.3600154673357e-05,0.000287441685688156,0.000698169461095088
"13",0.000941312915812629,0.000106022421224175,0.00112376123074818,0.000254608885275726,0.000755670912396098,-0.000900321330454092,0.000770194844447273,6.68662797159676e-05,0.000287441685112019,0.00069888872150837
"14",0.000941312990935003,0.000103843592821743,0.00110927133892269,0.000260782595204082,0.00075567088050385,-0.000902223944013395,0.000770099224907993,9.89768399178586e-05,0.000287441685024526,0.000698479247159423
"15",0.000941313019933316,0.000105036674570644,0.0011182341517568,0.00026559309888718,0.000755671072192755,-0.000901172809688009,0.000770051935495522,0.000129971976115975,0.000287441685009304,0.000698712360562232
"16",0.000941313026041428,0.00010438336795355,0.00111269014283996,0.000269341403545751,0.000755670962369593,-0.000901753528438902,0.000770028548204568,0.000159890434775665,0.000287441685006919,0.000698579649297878
"17",0.000941313028162953,0.000104741104907834,0.00111611942857427,0.000272262051515074,0.000755671005967592,-0.000901432699540568,0.00077001698185323,0.000188769616426945,0.000287441685006514,0.000698655201709169
"18",0.000941313028648618,0.000104545215696545,0.0011139982194421,0.000274537796241749,0.000755670992417665,-0.000901609947445593,0.000770011261633989,0.000216645622418235,0.00028744168500645,0.000698612189784901
"19",0.000941313028805632,0.000104652480494289,0.00111531030854315,0.000276311037698914,0.00075567099557419,-0.000901512023536622,0.000770008432659511,0.000243553300046003,0.000287441685006439,0.000698636676437247
"20",0.000941313028843705,0.00010459374455547,0.00111449870641442,0.000277692732767149,0.000755670995216974,-0.000901566123425401,0.000770007033570446,0.000269526286116752,0.000287441685006437,0.000698622736206641
"21",0.000941313028855425,0.000104625907115517,0.00111500072873937,0.000278769338129532,0.00075567099507655,-0.000901536234933442,0.000770006341641175,0.000294597048995789,0.000287441685006437,0.000698630672368212
