"","BAC","MSFT","JPM","XOM","INTC","GE","CSCO","JNJ","IBM","PFE"
"1",0.00329089828541963,0.00242784376911696,0.00324048643758692,0.00138655231454739,0.000307387068097227,0.00224806782150823,-0.000338496386443784,-0.000221374955835907,0.00158519974647523,0.00209838626595152
"2",0.000804948633071885,0.000868037829113588,0.00196792162212147,0.000223225628009748,0.000885364874023926,0.00216348821845721,0.00108117105893217,-0.000190632272851637,0.0015067827922796,0.00139393934170947
"3",0.00185497480462351,0.000966336952349082,0.00229149452528582,0.00129119687578309,0.000838272806756677,0.00215925255659807,0.000956705823748831,-0.00015109804127398,0.00148767683486265,0.00146688998789935
"4",0.00197740225727081,0.000916355964613008,0.00230740861033382,0.000679714056648682,0.000787342244005431,0.0021531432496506,0.000967775072648492,-0.000114009110406115,0.00146969670604789,0.00145621617245008
"5",0.00212835074678736,0.000887961103576419,0.002355316669705,0.00107083087557298,0.00074950571114158,0.00214721003628906,0.000966932651787534,-7.91193520868899e-05,0.00145223653724236,0.00145461473042822
"6",0.00219489258440195,0.000863633978373541,0.0023826083801318,0.000827971015264927,0.0007218058892549,0.00214139905584187,0.000967123307682933,-4.62992646771597e-05,0.00143527563612136,0.00145210411684006
"7",0.00223411827722684,0.000843909077236034,0.00240289575285286,0.000979937723360341,0.000701541200181143,0.00213570901805628,0.000967211923871711,-1.54260662146484e-05,0.00141879966883536,0.00144975729590238
"8",0.00225495233550715,0.000827814758482819,0.00241696098601787,0.000885037830861734,0.000686716415012316,0.00213013737513163,0.00096729924951836,1.3615732753952e-05,0.0014027947699229,0.00144745713198012
"9",0.00226641408971475,0.000814692419852259,0.00242687911527174,0.000944331965013741,0.000675871249678544,0.00212468166434442,0.000967377437325646,4.09347709281147e-05,0.001387247470948,0.00144521465667298
"10",0.00227264364551398,0.000803992339367604,0.00243384356172508,0.000907289665357274,0.000667937401008892,0.00211933947341393,0.000967448076045217,6.66332425540656e-05,0.00137214468856008,0.00144302714175288
"11",0.00227604356412608,0.000795267478314341,0.0024387390294368,0.00093043160634417,0.00066213334431228,0.002114108440273,0.000967511838561353,9.08072797108496e-05,0.00135747371347783,0.00144089337823462
"12",0.00227789649813578,0.00078815320577385,0.00244217928239771,0.000915973962013189,0.000657887350276573,0.00210898625200274,0.00096756939913682,0.000113547311918347,0.00134322219979408,0.00143881203048463
"13",0.00227890683014041,0.00078235221173769,0.00244459704740699,0.000925006220535828,0.000654781166740905,0.00210397064381043,0.00096762136058,0.000134938404413333,0.00132937815458651,0.00143678181251262
"14",0.00227945763182413,0.000777622067911169,0.00244629619458229,0.000919363417344666,0.000652508818716834,0.00209905939802805,0.00096766826757726,0.000155060576358991,0.00131592992782531,0.00143480146810722
"15",0.00227975792914835,0.000773765097805863,0.00244749031902503,0.000922888696556488,0.000650846468284798,0.00209425034313181,0.00096771061178644,0.000173989100178218,0.00130286620256951,0.00143286977211182
"16",0.00227992164814237,0.000770620115551202,0.00244832952344606,0.000920686317250617,0.000649630365412521,0.00208954135278194,0.000967748837044281,0.000191794783130468,0.00129017598544352,0.00143098552944552
"17",0.00228001090665039,0.000768055689820164,0.00244891929801345,0.000922062229446839,0.000648740717738082,0.00208493034488253,0.000967783344013809,0.000208544232185443,0.00127784859738604,0.00142914757438762
"18",0.00228005956968257,0.000765964651207696,0.0024493337786946,0.000921202643470444,0.000648089890408687,0.00208041528066099,0.00096781449438436,0.00022430010318447,0.00126587366466336,0.00142735476985382
"19",0.00228008610040384,0.000764259613535552,0.00244962506666634,0.000921739660333456,0.000647613773598788,0.00207599416376649,0.000967842614662631,0.000239121335221605,0.00125424111013973,0.00142560600669305
"20",0.00228010056475071,0.000762869321913918,0.00244982977749132,0.000921404164968223,0.000647265467363893,0.00207166503938737,0.000967867999595011,0.000253063371121251,0.00124294114479721,0.00142390020300124
"21",0.00228010845060305,0.000761735674942495,0.00244997364378848,0.00092161376199925,0.000647010661755807,0.00206742599338674,0.000967890915257002,0.000266178364837022,0.00123196425949805,0.00142223630345195
