"","MSFT","JPM","XOM","PFE","GE","INTC","CSCO","JNJ","IBM","V"
"1",0.000561068917290806,0.00144198889951213,-0.000357780376223276,0.00147487351317106,-0.00041017882697321,0.000462553816807439,0.000709642922944209,0.00191160390708209,-0.000403726990096205,0.00492266479532201
"2",0.00108080485307942,0.00202869033764613,-0.000601787551422203,0.000476601569097632,0.00217723787472747,0.00072395147262002,0.00151489482313869,0.00148934875574565,-0.000268995139776146,0.00420953342136719
"3",0.000823583422394718,-0.000402284334174139,0.000319330725523084,0.000824239596365329,0.0014087016058818,0.000631173516901784,0.00134839969536233,0.00150969665861434,-0.00030835497492481,-0.000972747268077378
"4",0.000786545641044759,0.00214157142365487,-5.77054849895251e-06,0.000885204533125802,0.000852047777520946,0.000578957110346446,0.00120805042131048,0.00152225890350514,-0.000310353334626135,0.0023420554691067
"5",0.000802114331920027,-0.00036993448107689,3.55954039181095e-05,0.000938600324192699,0.000858176120227542,0.000573307928181437,0.00115336313585038,0.00151392517218391,-0.000310051230283718,0.0010023016729609
"6",0.000804707337062789,0.00209772492122929,4.86011480011668e-05,0.00096547203113695,0.000945639431994741,0.000576870559711898,0.00113773481954568,0.00151796174278312,-0.000310027469328216,0.00137487178399674
"7",0.000803770922396544,-0.000325854627379941,4.00730640155989e-05,0.000980851140085151,0.000962431076622265,0.000578441396457435,0.00113436591400131,0.00151613532373384,-0.000310029612327897,0.0013291208221786
"8",0.000803591967024717,0.00205434828135772,4.21386164672848e-05,0.0009893515805462,0.000952289842289965,0.000578534991154112,0.00113392869788274,0.00151694650153987,-0.000310029864607639,0.00130593834195577
"9",0.00080364790345147,-0.00028324723370222,4.2110923663039e-05,0.000994093005756425,0.000947631954610674,0.000578406131380141,0.0011339728627884,0.00151658815411126,-0.000310029851153604,0.00132665855195264
"10",0.00080366010796774,0.00201250299301296,4.19398306501797e-05,0.000996731348651947,0.000948257937301479,0.000578360272253761,0.00113402692268653,0.00151674621013631,-0.000310029848669124,0.00131700891854944
"11",0.000803656792076495,-0.000242150967232918,4.2006632863941e-05,0.000998200372762437,0.000949106371649949,0.000578359999068496,0.00113404948995576,0.001516676528653,-0.000310029848734794,0.00132012909156837
"12",0.000803655968128502,0.00197214238729973,4.19965354012503e-05,0.000999018185777773,0.000949181507583909,0.000578364459455622,0.00113405622941766,0.00151670724465521,-0.000310029848757866,0.00131952854262927
"13",0.000803656163005034,-0.000202512857172305,4.19944639902987e-05,0.000999473486402427,0.000949065333780167,0.000578365753284165,0.00113405775865601,0.00151669370540535,-0.000310029848757774,0.00131946931065643
"14",0.000803656218144114,0.0019332138398176,4.19961306178426e-05,0.000999726962744194,0.00094903013151833,0.000578365679368592,0.00113405798381415,0.00151669967327586,-0.000310029848757571,0.00131958920402444
"15",0.000803656206803971,-0.000164281170402872,4.19956856248869e-05,0.000999868079292341,0.000949040985359051,0.000578365530345442,0.00113405797655118,0.00151669704274943,-0.000310029848757568,0.00131952299865426
"16",0.000803656203142618,0.00189566653924554,4.19957065844867e-05,0.000999946642301233,0.000949048639415394,0.000578365495335633,0.00113405795612587,0.00151669820223542,-0.000310029848757569,0.00131954748826262
"17",0.000803656203794909,-0.00012740600481723,4.19957378030689e-05,0.000999990380245223,0.00094904851079316,0.000578365500139025,0.00113405794689004,0.00151669769115622,-0.000310029848757569,0.00131954145506224
"18",0.000803656204036338,0.00185945147674436,4.19957242161625e-05,0.00100001473022448,0.000949047299164988,0.000578365504967622,0.00113405794400398,0.00151669791643011,-0.000310029848757569,0.00131954180910405
"19",0.000803656203999336,-9.18392288818522e-05,4.19957265844838e-05,0.00100002828645152,0.000949047073323333,0.000578365505863675,0.00113405794331688,0.00151669781713371,-0.000310029848757569,0.00131954242456912
"20",0.000803656203983517,0.00182452138238387,4.19957268874301e-05,0.00100003583353354,0.000949047215183504,0.000578365505640351,0.00113405794320502,0.00151669786090166,-0.000310029848757569,0.00131954199360596
"21",0.000803656203985581,-5.75344188465088e-05,4.19957265653379e-05,0.00100004003517807,0.000949047278938779,0.000578365505488256,0.00113405794320316,0.00151669784160959,-0.000310029848757569,0.00131954217585906
