"","BAC","XOM","C","MSFT","GE","JPM","WMT","INTC","CVX","PG"
"T+1",0.0404061603161913,0.00453287987602722,-0.000657746587118896,0.00748315823267785,0.0121405777941102,-0.00777530950718969,0.00594696178346543,0.0117207936841252,0.00548352342337648,0.00864861554093601
"T+2",0.0378475430019509,-0.00113368476525511,0.00314761986114417,0.00589507807084074,0.00200192716140304,-0.00569219235180694,0.00327077876824012,-0.00111123279854205,-0.00176277558085925,0.0135754943695148
"T+3",0.0355047053709609,-0.00113094811418544,0.00159507974335159,0.00242250930926955,-0.00568033329003737,-0.00461434715135389,0.00170294792577335,-0.0029370501866268,0.0017391502927512,-0.00866796878658917
"T+4",0.0332926288342772,-0.00030994165942299,0.000133557174720471,0.000429712177710416,-0.00371093806096892,-0.00386643256778779,0.00102664792319782,0.000815221013562407,0.000673158814771028,0.000265353929743976
"T+5",0.0312040880147831,-0.000548361350584558,-0.00098554769688525,-0.000533977530345462,-0.00276807157401571,-0.00335650095609485,0.000741468380058784,-0.00112179791267476,0.000790089295659863,0.00209754758699031
"T+6",0.0292321838548027,-0.000598307073275781,-0.00182882337634614,-0.000977982259233058,-0.00311187635672242,-0.0030085065343336,0.000621455511470531,-0.00069724989013473,0.000886453162659053,-0.00113611381276842
"T+7",0.0273704026630325,-0.000549249933878297,-0.0024633639314421,-0.00117935141532677,-0.00322039732867582,-0.00277103505071347,0.000570959211728653,-0.000562045388444238,0.000806464082434201,-0.000135892368535283
"T+8",0.0256125945117157,-0.000556228943300741,-0.0029407782628943,-0.00127019050190755,-0.00316433273977526,-0.00260898403151542,0.000549712861277135,-0.000732254941270489,0.000841886624863097,0.000268015079237275
"T+9",0.0239529529219873,-0.000561320183995293,-0.00329997036027275,-0.00131109313069902,-0.0031530054659151,-0.0024984001043395,0.000540773458526551,-0.000655115469675171,0.000832175516309107,-0.000185644965573026
"T+10",0.022385995683626,-0.000558832013870258,-0.00357021536502167,-0.00132949882530115,-0.00316169880365869,-0.00242293741920458,0.000537012204965632,-0.000667767201176185,0.000832677027742247,-8.4600621278316e-05
"T+11",0.0209065467459463,-0.000558815011034262,-0.00377353931590325,-0.00133777933300524,-0.00316268075259072,-0.00237144153737946,0.000535429657609622,-0.000675772333033005,0.000833913284771438,-9.83290799677533e-06
"T+12",0.0195097191200114,-0.000559180790072178,-0.00392651394249864,-0.0013415043505418,-0.00316138738420614,-0.00233630064833927,0.000534763800843819,-0.000668251317575807,0.00083304701184735,-7.13151688304613e-05
"T+13",0.01819089873569,-0.000559077210777329,-0.00404160730097887,-0.00134318001896258,-0.00316134032383137,-0.00231232043790756,0.000534483641624038,-0.000671243971481172,0.000833399784365113,-6.29778184752294e-05
"T+14",0.0169457292002307,-0.00055905419254661,-0.00412819996971286,-0.00134393379759891,-0.00316152576351963,-0.00229595629607575,0.000534365764638388,-0.000670941068435727,0.000833314227146415,-5.0376263890385e-05
"T+15",0.0157700974080111,-0.000559075887599816,-0.00419334960456103,-0.00134427287446993,-0.00316151931282624,-0.0022847893741401,0.000534316167899231,-0.000670514768409134,0.00083331212943582,-5.84136619197029e-05
"T+16",0.0146601199539225,-0.000559072936104035,-0.00424236616661996,-0.00134442540332991,-0.00316149365571889,-0.00227716904508169,0.000534295300072306,-0.000670839344484112,0.000833327163866494,-5.80799497515244e-05
"T+17",0.0136121303055151,-0.000559070645440245,-0.00427924470571961,-0.00134449401622009,-0.00316149637340587,-0.00227196891784043,0.00053428651993458,-0.000670726746901425,0.000833317941494292,-5.60840824951538e-05
"T+18",0.0126226666915257,-0.000559071737584009,-0.00430699097328708,-0.00134452488072707,-0.00316149979456495,-0.00226842034098529,0.000534282825691822,-0.000670729624396396,0.000833321397157126,-5.70931453549349e-05
"T+19",0.0116884606667844,-0.000559071753160263,-0.00432786640335348,-0.0013445387646743,-0.00316149917062136,-0.00226599878529779,0.000534281271339261,-0.000670750910481242,0.000833320677018282,-5.71619210931057e-05
"T+20",0.0108064263157238,-0.000559071590255093,-0.00434357242865571,-0.00134454501016488,-0.00316149873288422,-0.00226434631102794,0.000534280617345455,-0.000670737211713863,0.000833320581477835,-5.68603440922858e-05
"T+21",0.00997365005883101,-0.000559071635224924,-0.00435538915434757,-0.00134454781960745,-0.00316149885161207,-0.00226321865940027,0.000534280342177576,-0.000670741289336443,0.000833320757538787,-5.69809333465156e-05
