"","AAPL","MSFT","JPM","BA","INTC","V","DIS","CSCO","WMT","JNJ"
"1",0.000704785069620964,0.00235046245292513,-0.000986766024190216,0.000242309069590975,0.00110197788745861,0.00133199687404982,0.000135113869233952,0.00184896958129004,0.000976067323576442,0.000371987963979385
"2",0.000432788997590176,0.00288073973130355,0.0037700187194789,0.00244650807488575,-0.00311985402302402,0.00177845302551085,0.000108214558117028,0.000668290944927388,0.000605314759993232,0.000526096624592592
"3",0.000442705662952696,0.00219853720896551,-0.0020068865211832,0.00147590806966854,0.00438674089163916,0.00140472119224307,0.00112564964536437,0.00250498159733761,0.000648176921737859,0.000362920775845609
"4",0.000482578779596401,0.00243052201327918,0.00366140844313502,0.00206161700551221,-0.00178454377456411,0.00157456613805276,0.000772781669285004,0.000776151014790002,0.000644587858478887,0.000411782097152144
"5",0.000524217691306111,0.002432563677096,-0.00183079885417022,0.00168958049376217,0.00277259217960432,0.00151824108841628,0.000761294809260404,0.0023079640277184,0.000646172347961265,0.000412723578925651
"6",0.000564526135520214,0.002394205709352,0.00348635178465638,0.00192748733942847,-0.000512224109474105,0.00153131408362465,0.000812177255105126,0.00096407219262659,0.000647138855281598,0.000405821632304977
"7",0.000603219701768615,0.00241172803482456,-0.00166103483083307,0.00177522295467456,0.00184157043610696,0.00153034414578266,0.000795876878577227,0.00214111239906934,0.000648138430043526,0.000408630442876756
"8",0.00064032676730966,0.00240975852197425,0.00332198934651641,0.00187268520868283,0.00015738808480494,0.00152932999655015,0.000794830612233135,0.00111050604459932,0.000649099168644573,0.000408354793506608
"9",0.000675908312273697,0.00240784962710406,-0.00150191948678252,0.00181030016729666,0.001362009518483,0.00153005727377392,0.000797361721015338,0.00201285140905228,0.000650030252837031,0.000408098221583712
"10",0.000710026596512296,0.00240905560021506,0.00316795471330043,0.001850232550331,0.000500475801386295,0.00152974450766941,0.00079661392913262,0.00122281143168978,0.000650931730571701,0.000408243972124611
"11",0.000742741744197078,0.00240880215954362,-0.00135280340504689,0.00182467200690191,0.00111662235033121,0.00152984345954318,0.000796539792167041,0.00191452247418612,0.000651804640512533,0.00040821615271568
"12",0.000774111454488123,0.00240872564474738,0.00302360013120209,0.00184103319921195,0.000675972859452463,0.00152982224924142,0.000796665065891077,0.00130890242986828,0.000652649877059185,0.000408208584792499
"13",0.000804191058962585,0.00240880212180197,-0.00121305828108187,0.00183056047137379,0.000991111677859981,0.0015298228988318,0.000796631023340185,0.00183914641864505,0.000653468318750861,0.00040821550377348
"14",0.000833033614239008,0.00240877886797422,0.00288831727848429,0.00183726401878901,0.000765734271779444,0.0015298250990031,0.000796626314117957,0.0013748971121889,0.000654260814874215,0.000408213569466318
"15",0.000860689995004794,0.00240877735814816,-0.00108209521260394,0.00183297310732402,0.000926917114535685,0.0015298236988332,0.000796632484505419,0.00178136549812561,0.000655028187949826,0.000408213471088625
"16",0.000887208983690279,0.00240878181051517,0.00276153605706133,0.00183571970103927,0.000811644209999139,0.00152982427072772,0.000796630948171177,0.00142548656318208,0.000655771234405763,0.000408213770297837
"17",0.000912637356507884,0.00240877998187387,-0.000959362305592043,0.00183396161838056,0.000894083768816026,0.00152982409838336,0.000796630667016753,0.001737072459438,0.000656490725424379,0.000408213656191514
"18",0.000937019965958776,0.0024087801149627,0.002642722195714,0.00183508695942307,0.000835125587136641,0.00152982413200981,0.00079663096952784,0.00146426684715757,0.000657187407740425,0.000408213664885126
"19",0.000960399819947039,0.00240878034789434,-0.000844342348907617,0.00183436663352958,0.000877290625809869,0.00152982413286884,0.000796630900883753,0.00170311880735827,0.000657862004416318,0.000408213676372897
"20",0.000982818157640279,0.00240878021802878,0.00253137499863055,0.00183482771099252,0.000847135515263437,0.00152982412824676,0.000796630884760756,0.00149399459464573,0.000658515215592553,0.000408213670332515
"21",0.00100431452221041,0.00240878024090689,-0.000736550634706598,0.00183453257731934,0.00086870150264684,0.00152982413091666,0.000796630899524579,0.00167709100426234,0.000659147719214354,0.000408213671371728
