"","AAPL","MSFT","GE","PFE","JPM","XOM","DIS","PG","JNJ","V"
"1",0.00108392091022008,0.00109965304295165,0.00121397568255326,-0.00288272668323256,-0.00121207456286225,0.0019295562472989,-0.000935162121764673,-0.00080725790665309,0.00151456795216276,0.000360012832588527
"2",0.000232688034571017,0.00108372502104292,0.000410765685081348,0.00088005949291705,0.000205518397684404,0.00263681871625674,-0.000180128917710965,0.000979818107693419,-0.000285397874600726,0.00140232711693457
"3",0.000209536084860473,0.00106432663024277,0.000567318482890948,-0.000227165789363907,8.57256372936583e-05,0.00248263267303831,-0.00048418205393178,0.000809492562784118,0.00211181872986831,0.0015118066080207
"4",0.000244943782692639,0.00104975148091723,0.000591580974340963,0.000404662188671949,0.000105966485935048,0.00242212219729296,-0.000509325967355179,0.000833440524056235,0.00033096746221334,0.00140869103917523
"5",0.000261996955949905,0.00103877697640715,0.00058206650985358,-0.000123123331439777,0.000113192506028302,0.00235467427945172,-0.000524147540546952,0.000837675968203724,0.00149663383898444,0.00144327361332971
"6",0.000267708154096986,0.00103051371100315,0.000581751697468201,0.000364881264252519,0.00012137453102277,0.00229076431533659,-0.000527527092776337,0.000843503961975492,0.000765059541862291,0.00143548085076996
"7",0.000269341691582859,0.00102429187569925,0.00058222861722537,-9.54136696805413e-05,0.000129243712417309,0.0022291832705879,-0.000528613670963503,0.000848825944796651,0.0012170741790472,0.00143658655257753
"8",0.000269764125391836,0.00101960713756702,0.000582201821481435,0.000340322942587429,0.00013692158239595,0.00216995560302051,-0.000528914840274928,0.000853869978713444,0.00093947390591576,0.00143659506273108
"9",0.000269864950484049,0.00101607975853888,0.000582181635149554,-7.24346443370987e-05,0.000144402662161118,0.00211297989211229,-0.000529003526430218,0.000858631640676642,0.00110955489870252,0.00143652832096065
"10",0.000269887266051519,0.00101342381439493,0.000582184664419802,0.000318601440461897,0.000151692918757463,0.00205817172244084,-0.000529028988499307,0.000863128615241566,0.00100544687054771,0.00143655427803849
"11",0.000269891811341586,0.0010114240181611,0.000582185353271245,-5.18640015426219e-05,0.00015879713535337,0.00200544850653067,-0.000529036375906783,0.000867375428877948,0.00106914861674157,0.00143654781826993
"12",0.00026989264152111,0.00100991826925974,0.000582185150002227,0.000299114243208814,0.000165720067188601,0.00195473094418099,-0.00052903850989839,0.000871386016292004,0.00103017645253101,0.00143654889014838
"13",0.000269892767922845,0.00100878451387227,0.000582185135222814,-3.34020920066962e-05,0.000172466339570042,0.00190594273654773,-0.000529039127461889,0.00087517351556491,0.00105401788613053,0.00143654883566385
"14",0.000269892779746012,0.00100793085143395,0.000582185146115436,0.000281623491930145,0.00017904046055965,0.0018590104888947,-0.00052903930604602,0.000878750336114673,0.00103943309680942,0.00143654879582068
"15",0.000269892778232131,0.00100728808530764,0.000582185145861913,-1.6831381307607e-05,0.000185446823111139,0.00181386359833698,-0.000529039357704339,0.000882128196875598,0.00104835513277341,0.00143654881473018
"16",0.000269892776920837,0.00100680411380487,0.000582185145369548,0.000265924420905566,0.000191689708085345,0.00177043414782308,-0.000529039372645388,0.00088531816494024,0.001042897224921,0.00143654880952124
"17",0.000269892776416719,0.00100643970689867,0.000582185145424538,-1.95809973568329e-06,0.000197773287103486,0.00172865680394297,-0.000529039376966997,0.000888330691794675,0.00104623600491198,0.00143654881050142
"18",0.000269892776262106,0.0010061653262946,0.000582185145442991,0.000251833491143549,0.000203701625335395,0.00168846871864548,-0.000529039378216968,0.000891175647563775,0.00104419356561959,0.00143654881041158
"19",0.000269892776220165,0.00100595873109948,0.000582185145438781,1.13916308524758e-05,0.000209478684215886,0.00164980943469211,-0.00052903937857851,0.000893862353349057,0.00104544299125657,0.001436548810391
"20",0.000269892776209747,0.0010058031750069,0.000582185145438278,0.000239185971792529,0.000215108324091865,0.00161262079470781,-0.000529039378683082,0.000896399611768,0.00104467867758137,0.0014365488104043
"21",0.00026989277620735,0.00100568604886598,0.00058218514543852,2.33738760886735e-05,0.0002205943068019,0.00157684685369145,-0.000529039378713328,0.000898795735794592,0.00104514623271709,0.00143654881040021
