"","BAC","MSFT","JPM","XOM","CSCO","INTC","GE","HPQ","PFE","IBM"
"T+1",-0.000889414748689225,-0.00339885126285401,-0.00145005973422002,0.000763028559437169,-0.00117157074464549,0.000680565830935851,0.00104300392953918,-0.00078894841238107,0.00134603873730577,-0.00228457549200424
"T+2",-3.52060179653886e-05,-0.000312497178003251,-0.000934143290061081,-0.000113567599921136,0.000149299153522261,0.00114127523041161,0.00160600585603903,0.000561164807133445,-0.00102272690977272,0.00287320240228638
"T+3",-0.000668511943807719,-2.29295247205604e-05,-0.000932592408431923,0.00253468329021026,-0.000287352156464985,0.00105746450629913,0.00170774423589538,0.000698055461911443,0.00152729706753259,0.000486835999356531
"T+4",-0.00033145227147762,0.000360357859233357,-0.000907427578813678,0.00179364919503929,-0.00024896117542625,0.0010864626901269,0.00174379366355812,0.000805181140776002,-0.000680698049306065,0.00155565033733434
"T+5",-0.00051429419964941,0.000462701651156324,-0.000883975130438288,0.00172200809231941,-0.00026579723580268,0.00107820786960877,0.00176716348557487,0.000842162058450327,0.00117820914293139,0.0010762620999102
"T+6",-0.000415234724271238,0.000522675485340595,-0.000861027826211368,0.00183084628003737,-0.000264843542687188,0.00108067867054433,0.00178555510688177,0.000857978300550499,-0.000380315997367225,0.00129126525315395
"T+7",-0.000468907288212608,0.000544774955512614,-0.00083862860329036,0.00180452621627814,-0.000265513292262602,0.00107994911411748,0.00180057101412915,0.000864292583362057,0.000925548791127475,0.00119483717369415
"T+8",-0.000439826492467928,0.000555293574242087,-0.000816761841894793,0.00180026590799921,-0.000265499439804236,0.00108016531668856,0.00181290546743046,0.000866867036219129,-0.00016851227893574,0.00123808478747261
"T+9",-0.000455583015414776,0.000559612299436429,-0.000795415003802838,0.00180467766885232,-0.000265527025086184,0.00108010130808471,0.00182304721781186,0.000867909847648963,0.000748085318553415,0.00121868840294905
"T+10",-0.000447045834669163,0.000561539661513225,-0.00077457572124951,0.00180376826179553,-0.000265527522415557,0.00108012026334342,0.0018313873714343,0.000868333105176884,-1.98328214141574e-05,0.0012273876050465
"T+11",-0.000451671439914852,0.000562359736989527,-0.000754231926546831,0.00180354545230265,-0.000265528700356524,0.00108011465040178,0.00183824613927984,0.000868504789919633,0.00062352264764653,0.00122348604715353
"T+12",-0.000449165199913111,0.000562718251544572,-0.00073437183865248,0.00180372194922575,-0.000265528767321486,0.0010801163125109,0.00184388666918786,0.000868574443407203,8.4524781057877e-05,0.00122523588050855
"T+13",-0.000450523127927445,0.000562872582030323,-0.000714983956650927,0.00180369164811974,-0.000265528819410474,0.0010801158203282,0.0018485253446629,0.000868602700532755,0.000536092711996168,0.00122445108713771
"T+14",-0.000449787376965513,0.000562939603296875,-0.000696057053078982,0.00180368079922586,-0.000265528824260395,0.00108011596607323,0.00185234011255551,0.000868614164136332,0.000157772854604647,0.00122480306387489
"T+15",-0.000450186020687617,0.000562968563369136,-0.000677580167424687,0.00180368777004053,-0.000265528826637672,0.00108011592291526,0.00185547731290382,0.000868618814766896,0.000474726085041039,0.00122464520369396
"T+16",-0.000449970028014287,0.000562981112801337,-0.000659542599780081,0.00180368681118079,-0.000265528826934347,0.00108011593569519,0.0018580572932142,0.000868620701468837,0.00020918530435314,0.00122471600336363
"T+17",-0.000450087056910882,0.000562986542101071,-0.000641933904644919,0.00180368630698912,-0.000265528827045789,0.0010801159319108,0.00186017902522547,0.000868621466879506,0.000431653162184976,0.00122468424999051
"T+18",-0.000450023648451571,0.000562988893166772,-0.000624743884877713,0.0018036865787783,-0.000265528827062608,0.00108011593303143,0.00186192390161458,0.000868621777396806,0.000245271440929035,0.00122469849125335
"T+19",-0.000450058004348526,0.000562989910720287,-0.0006079625857906,0.00180368655082028,-0.000265528827067946,0.00108011593269959,0.00186335885833727,0.000868621903369689,0.000401420497052832,0.00122469210410303
"T+20",-0.000450039389676787,0.000562990351254688,-0.000591580289384615,0.00180368652816172,-0.000265528827068861,0.00108011593279786,0.00186453894238727,0.000868621954475272,0.000270600116362871,0.0012246949687148
"T+21",-0.000450049475456367,0.000562990541944869,-0.000575587508722022,0.00180368653861894,-0.000265528827069121,0.00108011593276876,0.00186550942347776,0.000868621975208151,0.000380200343406819,0.0012246936839477
