"","MMM","AXP","BA","CAT","KO","DD","XOM","GE","HD","INTC","IBM","JNJ","JPM","MCD","MRK","MSFT","PFE","PG","RTX","VZ","WMT","DIS","T","CVX","CSCO","TRV","UNH","NKE","GS","V"
"1",-0.00512342248111963,0.00043708726298064,-0.0111899301409721,0.0050287782214582,-0.00107610819395632,-0.00460863579064608,0.00175018352456391,0.00403355434536934,-0.00220808037556708,-0.00849869009107351,0.00247064069844782,0.00395678775385022,-0.00451642274856567,-0.00838861335068941,-0.00802126247435808,-0.00312306545674801,0.000480054208310321,-0.00215483503416181,-0.00242260028608143,-0.00520386546850204,0.00471811601892114,0.000923059531487525,0.0061594839207828,0.0104457000270486,0.0256118141114712,0.00322305853478611,-0.000981309800408781,0.00555899133905768,-0.00121512066107243,-0.000474383617984131
"2",0.00311127700842917,-0.0102914841845632,-0.0021491611842066,-0.0111130885779858,0.00266659818589687,0.0157292075455189,0.00646082358434796,-0.0167153589427471,0.00272001721896231,0.00179992185439914,-0.00605228403583169,0.00432183826342225,0.0129603231325746,-0.00213148561306298,0.0106199840083718,-0.00435869209468365,-0.00750407949090004,-0.00575261376798153,0.00522601557895541,0.0215729307383299,0.0116796568036079,-0.00395817868411541,-0.00431524123996496,0.00313607533462346,0.00850424915552139,0.00389462383463979,0.00162606325466186,0.00530324596911669,-0.00329614686779678,0.00286562205292284
"3",0.00503353821113706,-0.000839469837956131,-0.00736681884154677,-0.00785348936915398,-0.00154891842976213,-0.00311829592101276,-0.0126354787498713,0.00233198003843427,-0.000237166794249788,-0.00736749172210693,-0.00136506243143231,-0.0025474161375314,-0.00337434955872595,0.00194351992104203,0.00536577217280865,0.00318369851447642,0.00853681936860085,0.0140520939603448,0.00051152816740796,-0.0197602827101946,-0.000314698525471613,0.00329380785115063,0.00298417708836496,-0.00888215377926826,-0.000902525905985385,0.00104742939583957,0.00434762611985207,0.00189059018157423,-0.0088102575391531,-0.00108418485615402
"4",0.00254892557859421,0.0102290464565158,0.00738416519016027,0.00260554277338088,0.00449629873037338,-0.00114224769640714,0.00614239368587732,0.00471373973414302,0.00810553692281246,-0.00557804433628917,-0.00499551370739937,-0.00479852594435215,-0.00140832690522075,-0.0122861778363585,0.00422960193827748,0.00365805719047785,0.00509471958503127,-0.00619894452393055,-0.000394342438085005,0.00473379949107766,-0.0122197307646275,-0.00385767943225801,-0.0160250719636679,3.18672209687065e-05,-0.0161828231066465,0.00786528922617435,-0.00492276437580585,-0.00224939174950123,0.000557980209123343,-0.00825545284897089
"5",-0.000939003541134298,-0.00230107689276338,-0.00703610386699438,-0.0103783896192908,0.00120084534864873,0.00159310293383896,-0.0105903521180153,0.000971338187810034,-0.00251228618435562,0.00667642336338758,-0.00162391399499029,-2.39165783568751e-05,0.00240092212334275,0.00579140102490783,-0.00795064121484756,0.00184092076960951,0.00228769448585808,-0.00514070363715291,0.00482464674860239,0.0109624015167356,0.00295864348299801,-0.00227960734628141,-0.00313543830998242,-0.000972483307123184,0.00699166627600789,-0.00159707467537373,0.00209017912857234,-0.00270923622883856,0.000146403486724012,0.0010038724867627
"6",-0.00224493909627199,-0.00157268077600747,-0.010957227088511,-0.00698987860232592,0.000597736216150224,0.00114948954433203,-0.00368142640218139,0.00229415344074368,-0.0144660295918584,-0.00638329889625311,-0.00596655858680606,0.0014322423376143,0.00734357442706823,-0.00887761823832989,-0.000933075265493244,0.000408125866670161,-0.00910450424998999,0.00149066175799817,0.00191319466102868,-0.00848565064370632,0.00608818605542183,0.0083231870085001,-0.00142106227576733,0.00482084415853024,-0.024104280397296,2.46418785536662e-05,0.00120214093476534,0.00785918068140745,-0.00675563793629408,-0.00686199637129903
"7",0.00155954633373767,-0.00284074549563229,0.0150885405018926,-0.00433011958375573,0.000275107944617048,-0.00342538021504879,-0.00366007280535996,-0.00179051561281085,-0.00160808383952826,0.0206052493304014,-0.00295471586287022,0.00134338636416942,-0.00498494692146778,-0.00154003081843257,0.000385916646337137,0.00974911730736494,-0.000550867640413344,0.00216539087705314,-0.00126216246280819,0.00417601177468896,0.00212194584310055,-0.00248941080644727,0.00992525275796652,0.00535920960828662,0.018660394474864,-0.00450003845617175,-0.00272863823920488,0.000140731135616079,-0.0113683547824621,0.00518248695880175
"8",-0.00176549877505749,0.00217779353260994,0.0105379968881607,0.00690206000581384,-0.00356952333822846,0.00643771700561047,-0.0029794997535646,0.00270948652178049,0.00475335121154785,-0.000298177736112848,-0.00705557595938444,0.00759612349793315,-0.00356378965079784,0.00397526007145643,0.00167006510309875,-0.00357573013752699,0.00854321289807558,0.00730754714459181,0.00271159992553294,0.00801200605928898,0.00414556311443448,-0.00815849751234055,-0.000319470796966925,-0.00490766996517777,0.00312800984829664,-0.00381454499438405,-0.0156997218728065,0.00566628156229854,-0.00789941661059856,-0.00533092021942139
"9",0.00184317631646991,0.00380679848603904,0.00219321576878428,0.00201349752023816,0.00148078659549356,-0.00810895301401615,0.00194069172721356,-0.00343862385489047,0.00636564614251256,0.0105607910081744,-0.00592413917183876,-0.00577699486166239,-0.00859175715595484,0.00627044914290309,-0.00766509817913175,0.00971933919936419,-0.00269089173525572,-0.00803038384765387,0.00379694788716733,-0.00434084236621857,0.00457156356424093,0.00508106919005513,-0.00777995167300105,-0.00482675153762102,0.00693872384727001,-0.00102391617838293,-0.00613673776388168,0.00326679949648678,0.00794234033674002,-0.00438859220594168
"10",-0.000859044375829399,0.00698835449293256,0.00871258229017258,-4.06421968364157e-05,0.00141327828168869,-0.00782458484172821,-0.00146680930629373,-0.00629070540890098,0.0265705194324255,-0.0107809472829103,0.00281218835152686,-0.00253405212424695,-0.0153189189732075,-0.00167992373462766,0.00963488593697548,0.00134109484497458,0.00729641597718,-0.001651696045883,0.00140950351487845,-0.000405876693548635,-0.0108233783394098,-0.00592954130843282,0.00270773400552571,0.0170558597892523,-0.00529675185680389,0.00032750895479694,0.00581159116700292,0.000638491415884346,0.00473996205255389,-0.0133520113304257
"11",0.0111485542729497,-0.00701294187456369,0.00896118022501469,-0.000876100093591958,-0.00497326627373695,0.00423729419708252,-0.0109390262514353,-0.000503885559737682,0.00235247192904353,-0.00153714348562062,-0.00964397005736828,-0.00169704365544021,0.00735886674374342,-1.14321810542606e-05,0.00334511860273778,0.00462805479764938,0.00422699144110084,0.00650778599083424,0.00216105324216187,-0.00789417140185833,-0.0113860098645091,-0.0033030086196959,0.00254730973392725,-0.00162819912657142,-0.00270381686277688,0.00248075509443879,-0.00452713668346405,0.000560038897674531,0.00328894122503698,0.00472757825627923
"12",0.00165369978640229,0.00734508503228426,-0.0107615552842617,-7.73375504650176e-05,-0.00492744846269488,0.00455831876024604,-0.000398067844798788,0.00756714958697557,0.000391608657082543,-0.0191708505153656,-0.00595662696287036,-0.000382908707251772,0.000361918326234445,-0.00323602883145213,0.00461234943941236,-0.00376009661704302,-0.00365085061639547,-0.00675678439438343,0.00604842742905021,0.00849533453583717,-0.00287042954005301,0.00010548753925832,-0.00855591706931591,0.0010755518451333,0.0115092135965824,0.00488066114485264,9.76317242020741e-05,-0.00935007445514202,0.00550399255007505,-0.00216559832915664
