"","MMM","AXP","BA","CAT","KO","XOM","HD","INTC","IBM","JNJ","JPM","MCD","MRK","MSFT","PFE","PG","VZ","DIS","CVX","CSCO","TRV","UNH","NKE","GS","V","AAPL","WMT","WBA","DOW","RTX"
"1",-0.00708566000685096,-0.00360180414281785,0.0295607838779688,-0.019534332677722,-0.0283933822065592,0.0140201430767775,0.00729862088337541,0.0208414532244205,-0.00505958264693618,0.00330446637235582,-0.00199471018277109,0.0129658784717321,-0.015258090570569,-0.00658463640138507,-0.00191168824676424,0.00949961598962545,0.00492836441844702,0.0159367211163044,-0.0114707695320249,0.00726620480418205,-0.00230342661961913,-0.00453456910327077,0.00400728499516845,0.0247428491711617,-0.00113765301648527,0.00022506233653985,-0.00331965065561235,-0.0126666054129601,-0.0174462925642729,-0.0223111752420664
"2",0.0222041308879852,-0.0107900006696582,-0.0257777106016874,0.0108141805976629,0.0134285371750593,0.00606990698724985,0.00554383266717196,0.0079911183565855,-0.0114829698577523,0.0104940189048648,0.0221707634627819,0.0199214462190866,0.0195613112300634,-0.000470090162707493,0.0120774861425161,0.00118127861060202,0.00131029263138771,0.0203443821519613,-0.00922946911305189,-0.00371465249918401,-0.00287610129453242,0.00559613574296236,-0.0169160049408674,0.0256317220628262,0.00327475625090301,-8.41946894070134e-05,-0.00798500142991543,0.0166724771261215,0.00444938847795129,0.0273267067968845
"3",-0.00732678221538663,-0.0205243080854416,-0.01606560125947,0.020963791757822,-0.00726129626855254,-0.0365776270627975,-0.0197808444499969,-0.00339791132137179,-0.000467870791908354,-0.00966516323387623,-0.0223760288208723,-0.00688178045675159,-0.0265371445566416,0.0177013166248798,-0.00156711949966848,-0.00103904260322452,-0.0100546916946769,0.000371344882296398,-0.0270760655403137,0.01648567058146,0.00157445424702018,0.0114124715328217,-0.00535825314000249,0.0264253709465265,-0.0435528568923473,0.0059547801502049,-0.00883345399051905,0.00594211230054498,-0.0413550697267056,-0.0618413910269737
"4",-0.00257023889571428,0.00605359533801675,-0.0179915614426136,0.0122157856822014,-0.0107866981998086,0.000355574069544673,-0.000155120651470497,0.0096727916970849,-0.024622168391943,-0.0028143732342869,0.0094067519530654,0.0027684448286891,0.000188353646080941,-0.00473540090024471,-0.00021178882161621,-0.00717071909457445,0.00479189865291119,-0.0342564024031162,0.0241636745631695,-0.0110520850867033,0.0121967326849699,-0.0202100407332182,-0.00761039322242141,0.0272908862680197,0.0117715122178197,0.0171313714236021,-0.00269341608509421,0.013160846196115,-0.0124342627823353,-0.0365253463387489
"5",0.0161938015371561,-0.0293838381767273,0.0195835176855326,0.0130060194060206,-0.0137633718550205,-0.0447160415351391,0.0186959933489561,-0.00163623155094683,-0.0447466410696507,-0.0012035594554618,-0.0339120104908943,-0.0315910950303078,-0.00767071358859539,-0.020738247781992,-0.00242540938779712,-0.00102438265457749,0.0029188422486186,-0.00117588846478611,0.000277577550150454,-0.00582110462710261,0.0107179116457701,0.00278266030363739,0.0155924558639526,-0.0267363041639328,0.00406795367598534,-0.0175173617899418,0.00444785505533218,-0.000955549709033221,-0.0259595271199942,-0.0571134611964226
"6",-0.00324985897168517,0.0145471692085266,0.00394328264519572,0.0267974101006985,-0.00147345510777086,0.00482369586825371,-0.00047551078023389,0.00383733515627682,0.0013369113439694,-0.0124803641811013,0.0258855372667313,0.0197222586721182,-0.011303330771625,0.0117032034322619,0.0119408005848527,-0.00947345048189163,0.00257655838504434,-0.0450953431427479,0.00445586163550615,0.0125843547284603,-0.0133278416469693,-0.016535734757781,0.0307943187654018,-0.00485250353813171,-0.00563856028020382,-0.000608152942731977,0.00822944194078445,-0.0114639587700367,0.00500941975042224,0.0130886817350984
"7",-0.00179917737841606,-0.0165641997009516,0.0260633379220963,0.0174058619886637,-0.00255466205999255,0.0122900437563658,0.0098086716607213,0.0185012817382812,-0.0185137875378132,-0.000160229930770583,-0.0455674231052399,-0.0141088953241706,-0.00775067927315831,0.00231540738604963,0.00612151576206088,-0.00232143769972026,0.00143271358683705,-0.01421451382339,-0.00911913346499205,-0.0106239411979914,-0.00730801140889525,-0.00159141072072089,-0.002494259737432,-0.00183923984877765,0.0116616999730468,-0.0252993032336235,-0.000474908185424283,0.00355501403100789,-0.00389221240766346,-0.0532990805804729
"8",0.0265004392713308,0.0262983348220587,0.0249160267412663,0.00588721269741654,-0.00509612215682864,-0.0155128948390484,0.00677930982783437,-0.00514575466513634,0.0278846155852079,0.00255083222873509,-0.0303956549614668,0.0106538897380233,-0.00887640565633774,-0.000547985371667892,-0.0100922370329499,-0.000599211838562042,0.00437218928709626,0.00130735198035836,0.0020946441218257,-0.00370585033670068,-0.0131378341466188,-0.00562908314168453,0.0443903654813766,0.00747083174064755,-0.00808089599013329,0.0044188005849719,-0.00906722713261843,-0.0242932867258787,-0.0374709405004978,-0.00223415624350309
"9",-0.00772315543144941,-0.00763054843991995,-0.0306882578879595,-0.00467382837086916,0.0251835230737925,-0.00280257523991168,0.00194348802324384,0.00175508216489106,-0.00767010822892189,-0.00353191932663321,-0.0335636101663113,0.00184784759767354,-0.00179687794297934,0.00586050190031528,0.00444328645244241,-0.0107467211782932,-0.00113996060099453,0.0133334370329976,-0.00945059210062027,0.00967738404870033,-0.00204517063684762,-0.0249014515429735,0.012210757471621,0.00559652736410499,-0.000928838911931962,-0.00596440676599741,-0.000295070844003931,-0.000166351659572683,0.0136082097887993,-0.0243764780461788
"10",-0.0160167459398508,0.0036233935970813,0.065344050526619,0.00494386535137892,0.00359106971882284,-0.0190579742193222,-0.000273409124929458,-0.0113521693274379,-0.006424555554986,0.00336103420704603,-0.0218823626637459,0.00274261645972729,-0.00975491479039192,0.0010033844737336,-0.00350134610198438,-0.00631436472758651,0.00102329591754824,0.00450934935361147,-0.0102822948247194,-0.00526365777477622,-0.00395751558244228,0.0144624281674623,-0.00435966346412897,-0.0134833082556725,-0.0183893200010061,-0.0145104182884097,-0.000639560166746378,0.00274516199715436,-0.00392503477632999,-0.00698460219427943
"11",0.0142766535282135,-0.00835093110799789,0.0174479186534882,-0.00501233572140336,-0.00173049222212285,0.0208156853914261,-1.95797420019517e-05,-0.014054024592042,-0.0143289025872946,0.00113340374082327,0.0267993248999119,-0.0155617138370872,0.00188092526514083,-0.00124934921041131,-0.00258401199243963,0.018780555576086,0.00533439218997955,-0.0253374297171831,0.00222250958904624,-0.0092857675626874,0.00933053158223629,-0.0018707619747147,0.0135981859639287,-0.0157571583986282,0.00472187623381615,0.0199451632797718,-0.0132411913946271,-0.000697865150868893,-0.00119641283527017,-0.0121398102492094
"12",-0.00623703002929688,-0.000660220044665039,0.0258139856159687,0.0055530215613544,-9.58074524533004e-05,-0.0447845943272114,0.00245801382698119,-0.016436941921711,-0.0201362818479538,0.00366238038986921,-0.0183583814650774,0.0158767569810152,0.00198252708651125,-0.00164612894877791,-0.00282419472932816,-0.0072310846298933,0.00307123153470457,-0.000111708861368243,-0.0112569937482476,0.0267926156520844,-0.00630727969110012,-0.00641273707151413,-0.0588597655296326,-0.00411290396004915,0.000728770333807915,-0.00927462801337242,-0.000108861997432541,-0.0026355916634202,-0.0356002487242222,-0.0422470420598984
"13",-0.0171406306326389,-0.0138282682746649,-0.00557522429153323,0.00113167660310864,-1.89399054306705e-06,-0.016272846609354,0.00371359148994088,-0.00872130133211613,-0.0246836245059967,0.00864494685083628,0.0422835126519203,-0.00673261703923345,-0.0138386469334364,-0.00844061002135277,-0.00314217060804367,0.00849743559956551,-0.00524147925898433,-0.00254533160477877,0.0164730213582516,-0.00765709672123194,0.00386631744913757,0.00324305193498731,-0.00402958551421762,0.00151131255552173,0.00539425015449524,0.0251524839550257,-0.00188254425302148,0.0168355125933886,-0.010607561096549,0.00143943191505969
"14",0.0193563736975193,-0.00919880531728268,-0.0286754332482815,-0.00673166383057833,0.0090797720476985,-0.058469895273447,-0.00178877299185842,-0.00407196534797549,-0.0271353125572205,-0.00208121095784009,-0.0459018610417843,-0.0209255907684565,-0.00123709312174469,-0.00114988337736577,-0.0113043924793601,-0.00673112412914634,-0.0100274793803692,0.00293667824007571,0.00382816838100553,0.0242165066301823,-0.00282781245186925,-0.0317691192030907,0.0253923833370209,0.017111960798502,-0.00461761187762022,-0.032437589019537,-0.0116879427805543,-0.0076421108096838,0.00225057313218713,-0.031892579048872
"15",0.0103353355079889,0.00831809639930725,-0.0239273384213448,-0.0110578779131174,0.0100477244704962,-0.0239004362374544,0.00168398220557719,-0.0129825659096241,0.0145185636356473,0.00542817590758204,-0.000261314999079332,0.00828554760664701,-0.00795059185475111,0.00886435713618994,-0.0047562918625772,-0.00474095344543457,0.00712695252150297,-0.0144499558955431,-0.0048700850456953,0.0139147080481052,0.00117597356438637,0.00447299610823393,0.00194887293037027,0.00485011748969555,-0.000898260506801307,0.00116117543075234,0.00316241290420294,0.000288376380922273,0.0217292886227369,0.0130793573334813
"16",0.00462204217910767,-0.00904966983944178,0.00627550948411226,-0.00502977753058076,-0.006426100153476,-0.000993446330539882,-0.00606547249481082,0.00471348315477371,-0.0192127339541912,0.00261061731725931,-0.0655909925699234,-0.00426278728991747,0.0034862922038883,0.00178840092848986,0.000682333251461387,0.00238177413120866,-0.00917342212051153,-0.0062757907435298,0.00464985379949212,0.00710438005626202,-0.000510158715769649,0.021279226988554,0.000209561374504119,0.00202790321782231,-0.000284288515103981,0.0122571149840951,0.000663074024487287,0.00650184089317918,0.014677170664072,-0.00933153089135885
"17",0.00183579372242093,0.0141381602734327,-0.00525279203429818,-0.0199539419263601,0.00228943419642746,-0.00197119684889913,-0.0143731087446213,0.020436555147171,0.00326263695023954,0.00290744309313595,-0.0143151897937059,0.00161461555399001,-0.00458673993125558,0.00548596493899822,0.00798298884183168,-0.00530633144080639,-0.00546009838581085,0.00623270450159907,-0.00325921038165689,0.00657817395403981,0.00139751541428268,0.0131125822663307,0.0148310214281082,0.00764693785458803,0.00633023912087083,-0.000956880277954042,-0.00374910654500127,-0.0112310778349638,-0.0370636433362961,-0.01274140086025
